77.2
-1.1483572	49.8
-1.1483572	63.0
-1.1483572	95.2
-1.1483572	45.4
-1.1483572	12.4
-1.1483572	70.9
-1.1483572	1.27
-1.148326	128.9
-1.1483572	115.5
-1.1483572	120.3
-1.1483572	199.7
25.9271	30.7
-1.1483572	39.5
-1.1483572	40.6
-1.1483572	18.7
-1.1483572	170.3
-1.1483572	33.7
-1.1483572	117.4
-1.1483572	1.7
-1.1483238	-2.9
-1.1482918	53.6
-1.1483572	27.4
-1.1483572	112.63
-1.1483572	138.56
-1.1483572	26.05
-1.1483572	118.3
-1.1483572	134.4
-1.1483572	45.1
-1.1483572	205.8
31.371082	30.6
-1.1483572	22.9
-1.1483572	72.6
-1.1483572	171.2
-1.1483572	20.4
-1.1483572	51.4
-1.1483572	162.5
-1.1483572	31.1
-1.1483572	36.1
-1.1483572	187.44
11.190698	21.51
-1.1483572	121.0
-1.1483572	10.6
-1.1483572	10.9
-1.1483572	23.4
-1.1483572	37.83
-1.1483572	117.9
-1.1483572	149.08
-1.1483572	103.61
-1.1483572	157.81
-1.1483572	141.35
-1.1483572	110.57
-1.1483572	23.45
-1.1483572	23.3
-1.1483572	3.33
-1.1483356	74.56
-1.1483572	137.2
-1.1483572	30.2
-1.1483572	66.5
-1.1483572	34.5
-1.1483572	85.2
-1.1483572	27.8
-1.1483572	111.64
-1.1483572	134.91
-1.1483572	22.85
-1.1483572	18.16
-1.1483572	68.0
-1.1483572	26.0
-1.1483572	170.0
-1.1483572	34.8
-1.1483572	37.9
-1.1483572	21.4
-1.1483572	208.9
35.579205	47.8
-1.1483572	9.9
-1.1483572	177.9
-1.0599082	27.7
-1.1483572	22.2
-1.1483572	68.6
-1.1483572	123.83
-1.1483572	19.87
-1.1483572	19.98
-1.1483572	142.8
-1.1483572	109.7
-1.1483572	32.2
-1.1483572	183.8
7.176566	81.9
-1.1483572	78.8
-1.1483572	125.0
-1.1483572	126.7
-1.1483572	165.7
-1.1483572	121.2
-1.1483572	148.9
-1.1483572	70.9
-1.1483572	152.14
-1.1483572	113.11
-1.1483572	153.49
-1.1483572	16.77
-1.1483572	159.2
-1.1483572	157.6
-1.1483572	122.6
-1.1483572	146.1
-1.1483572	127.7
-1.1483572	152.6
-1.1483572	26.5
-1.1483572	17.3
-1.1483572	132.0
-1.1483572	118.8
-1.1483572	13.4
-1.1483572	25.6
-1.1483572	22.98
-1.1483572	32.59
-1.1483572	130.77
-1.1483572	24.0
-1.1483572	27.1
-1.1483572	68.8
-1.1483572	42.9
-1.1483572	56.9
-1.1483572	24.6
-1.1483572	219.6
45.682404	38.2
-1.1483572	23.4
-1.1483572	125.9
-1.1483572	28.12
-1.1483572	28.41
-1.1483572	210.45
31.693943	134.37
-1.1483572	165.25
-1.1483572	29.03
-1.1483572	34.02
-1.1483572	35.6
-1.1483572	121.6
-1.1483572	108.3
-1.1483572	153.3
-1.1483572	121.9
-1.1483572	112.9
-1.1483572	148.6
-1.1483572	178.1
-1.1483572	149.9
-1.1483572	123.7
-1.1483572	135.7
-1.1483572	109.0
-1.1483572	149.8
-1.1483572	33.7
-1.1483572	29.4
-1.1483572	27.3
-1.1483572	27.25
-1.1483572	92.7
-1.1483572	66.52
-1.1483572	30.92
-1.1483572	127.3
-1.1483572	25.4
-1.1483572	22.9
-1.1483572	128.5
-1.1483572	46.85
-1.1483572	56.59
-1.1483572	26.01
-1.1483572	23.85
-1.1483572	211.2
36.79314	41.9
-1.1483572	27.2
-1.1483572	25.1
-1.1483572	198.7
20.586378	129.8
-1.1483572	150.6
-1.1483572	25.8
-1.1483572	22.9
-1.1483572	38.2
-1.1483572	163.3
-1.1483572	115.5
-1.1483572	130.2
-1.1483572	124.2
-1.1483572	134.4
-1.1483572	128.6
-1.1483572	129.7
-1.1483572	126.4
-1.1483572	148.3
-1.1483572	123.5
-1.1483572	129.5
-1.1483572	134.8
-1.1483572	187.2
9.613861	136.6
-1.1483572	21.4
-1.1483572	137.7
-1.1483572	130.0
-1.1483572	129.2
-1.1483572	126.6
-1.1483572	75.2
-1.1483572	50.3
-1.1483572	143.2
-1.1483572	150.7
-1.1483572	112.7
-1.1483572	129.0
-1.1483572	116.6
-1.1483572	40.2
-1.1483572	121.7
-1.1483572	101.9
-1.1483572	127.6
-1.1483572	135.6
-1.1483572	111.1
-1.1483572	124.3
-1.1483572	119.7
-1.1483572	120.6
-1.1483572	30.48
-1.1483572	128.9
-1.1483572	194.04
15.127445	134.61
-1.1483572	154.32
-1.1483572	18.61
-1.1483572	13.21
-1.1483572	115.93
-1.1483572	141.69
-1.1483572	36.99
-1.1483572	21.52
-1.1483572	13.06
-1.1483572	164.58
-1.1483572	136.76
-1.1483572	75.42
-1.1483572	126.34
-1.1483572	149.94
-1.1483572	123.55
-1.1483572	135.89
-1.1483572	154.11
-1.1483572	144.85
-1.1483572	141.9
-1.1483572	143.9
-1.1483572	21.53
-1.1483572	104.79
-1.1483572	150.62
-1.1483572	32.08
-1.1483572	16.76
-1.1483572	94.28
-1.1483572	66.94
-1.1483572	26.64
-1.1483572	101.24
-1.1483572	18.8
-1.1483572	52.31
-1.1483572	139.5
-1.1483572	125.14
-1.1483572	126.86
-1.1483572	123.03
-1.1483572	14.95
-1.1483572	8.77
-1.1483572	109.35
-1.1483572	155.92
-1.1483572	65.05
-1.1483572	25.5
-1.1483572	14.8
-1.1483572	119.33
-1.1483572	114.26
-1.1483572	168.39
-1.1483572	44.36
-1.1483572	68.12
-1.1483572	20.58
-1.1483572	68.23
-1.1483572	57.04
-1.1483572	38.23
-1.1483572	19.72
-1.1483572	60.46
-1.1483572	51.69
-1.1483572	49.56
-1.1483572	32.15
-1.1483572	20.53
-1.1483572	14.01
-1.1483572	72.22
-1.1483572	58.75
-1.1483572	48.69
-1.1483572	46.99
-1.1483572	22.86
-1.1483572	72.75
-1.1483572	69.01
-1.1483572	39.61
-1.1483572	33.43
-1.1483572	23.01
-1.1483572	10.6
