,0,1
0,[[0.6700935]],[[0.59523845]]
1,[[-1.0464985]],[[-1.0134761]]
2,[[0.53816134]],[[0.60683393]]
3,[[-0.70929766]],[[-0.7344786]]
4,[[1.0214826]],[[0.9375236]]
5,[[1.564505]],[[1.5781016]]
6,[[-0.3260311]],[[-0.3849013]]
7,[[-1.1581618]],[[-1.1986867]]
8,[[-0.5416185]],[[-0.5617031]]
9,[[1.4631604]],[[1.4676867]]
10,[[-1.1810104]],[[-1.1953007]]
11,[[-0.99766886]],[[-0.9587894]]
12,[[0.88586515]],[[0.80471325]]
13,[[1.5127271]],[[1.4365678]]
14,[[0.5840427]],[[0.56227255]]
15,[[-1.3803827]],[[-1.4562163]]
16,[[1.1913729]],[[1.1635184]]
17,[[-1.1017773]],[[-1.158689]]
18,[[-1.003381]],[[-1.0687697]]
19,[[-1.0944068]],[[-1.1617274]]
20,[[1.0411987]],[[1.0053585]]
21,[[-0.16756509]],[[-0.6320682]]
22,[[0.60873395]],[[0.63487196]]
23,[[2.0896537]],[[2.121163]]
24,[[0.7467468]],[[0.82526803]]
25,[[-1.0262296]],[[-1.0448344]]
26,[[-0.43658873]],[[-0.56937784]]
27,[[0.8958154]],[[0.9580617]]
28,[[1.1020054]],[[1.077945]]
29,[[-1.0665832]],[[-1.0932355]]
30,[[-1.1826687]],[[-1.2572469]]
31,[[-0.5799452]],[[-0.5279219]]
32,[[-0.27628013]],[[-0.26527774]]
33,[[0.6916522]],[[0.6796863]]
34,[[0.8864179]],[[0.8339157]]
35,[[0.57317126]],[[0.6005533]]
36,[[-0.5471464]],[[-0.509516]]
37,[[-1.115597]],[[-1.1124367]]
38,[[0.5748296]],[[0.5328045]]
39,[[1.8637477]],[[1.841326]]
40,[[1.6916462]],[[1.5646646]]
41,[[-1.150607]],[[-1.0460236]]
42,[[-0.8917178]],[[-0.93085563]]
43,[[-0.21621047]],[[-0.20553088]]
44,[[-0.39144436]],[[-0.44149864]]
45,[[-0.9119867]],[[-0.89623976]]
46,[[1.2639724]],[[1.2526641]]
47,[[-0.80879956]],[[-0.8204421]]
48,[[-1.1692175]],[[-1.1560516]]
49,[[1.687961]],[[1.6679835]]
50,[[-0.28365064]],[[-0.36182666]]
51,[[0.7030765]],[[0.6425462]]
52,[[-0.4813646]],[[-0.4891323]]
53,[[-1.1664536]],[[-1.1317105]]
54,[[2.2591755]],[[2.2726228]]
55,[[0.40549213]],[[0.39102602]]
56,[[-0.1012305]],[[0.00296175]]
57,[[-0.5075299]],[[-0.509765]]
58,[[-0.79203165]],[[-0.8303211]]
59,[[1.1331458]],[[1.1019068]]
60,[[-1.0796658]],[[-1.0442884]]
61,[[0.9623342]],[[0.90189004]]
62,[[1.1425432]],[[1.1970623]]
63,[[0.91037214]],[[0.91743827]]
64,[[-0.12702729]],[[-0.13126278]]
65,[[0.7157906]],[[0.74547005]]
66,[[-1.3319216]],[[-1.3302546]]
67,[[-0.45335665]],[[-0.46189535]]
68,[[-0.27130502]],[[-0.31932223]]
69,[[0.7777029]],[[0.730963]]
70,[[0.7800983]],[[0.75110435]]
