,0,1
0,[[0.6700935]],[[0.6031698]]
1,[[-1.0464985]],[[-1.0204291]]
2,[[0.53816134]],[[0.6151191]]
3,[[-0.70929766]],[[-0.7263728]]
4,[[1.0214826]],[[0.9377698]]
5,[[1.564505]],[[1.554191]]
6,[[-0.3260311]],[[-0.38042164]]
7,[[-1.1581618]],[[-1.201521]]
8,[[-0.5416185]],[[-0.56477904]]
9,[[1.4631604]],[[1.4752265]]
10,[[-1.1810104]],[[-1.1846113]]
11,[[-0.99766886]],[[-0.9631307]]
12,[[0.88586515]],[[0.8114716]]
13,[[1.5127271]],[[1.4497262]]
14,[[0.5840427]],[[0.5675417]]
15,[[-1.3803827]],[[-1.4423101]]
16,[[1.1913729]],[[1.1538709]]
17,[[-1.1017773]],[[-1.1578189]]
18,[[-1.003381]],[[-1.0574062]]
19,[[-1.0944068]],[[-1.1686915]]
20,[[1.0411987]],[[1.0103945]]
21,[[-0.16756509]],[[-0.34292555]]
22,[[0.60873395]],[[0.657683]]
23,[[2.0896537]],[[2.1233401]]
24,[[0.7467468]],[[0.8404037]]
25,[[-1.0262296]],[[-1.0361434]]
26,[[-0.43658873]],[[-0.56845933]]
27,[[0.8958154]],[[0.9763557]]
28,[[1.1020054]],[[1.0889808]]
29,[[-1.0665832]],[[-1.0953299]]
30,[[-1.1826687]],[[-1.266756]]
31,[[-0.5799452]],[[-0.506639]]
32,[[-0.27628013]],[[-0.27439523]]
33,[[0.6916522]],[[0.6957382]]
34,[[0.8864179]],[[0.84838736]]
35,[[0.57317126]],[[0.59801877]]
36,[[-0.5471464]],[[-0.48550916]]
37,[[-1.115597]],[[-1.1267152]]
38,[[0.5748296]],[[0.56930506]]
39,[[1.8637477]],[[1.8514696]]
40,[[1.6916462]],[[1.5737463]]
41,[[-1.150607]],[[-1.0330485]]
42,[[-0.8917178]],[[-0.9413644]]
43,[[-0.21621047]],[[-0.19347882]]
44,[[-0.39144436]],[[-0.44852614]]
45,[[-0.9119867]],[[-0.89120835]]
46,[[1.2639724]],[[1.2416342]]
47,[[-0.80879956]],[[-0.8137882]]
48,[[-1.1692175]],[[-1.1555526]]
49,[[1.687961]],[[1.7044216]]
50,[[-0.28365064]],[[-0.36744857]]
51,[[0.7030765]],[[0.63511765]]
52,[[-0.4813646]],[[-0.47475815]]
53,[[-1.1664536]],[[-1.1604141]]
54,[[2.2591755]],[[2.2826905]]
55,[[0.40549213]],[[0.3912598]]
56,[[-0.1012305]],[[0.01570976]]
57,[[-0.5075299]],[[-0.50812066]]
58,[[-0.79203165]],[[-0.825451]]
59,[[1.1331458]],[[1.1391257]]
60,[[-1.0796658]],[[-1.0591347]]
61,[[0.9623342]],[[0.9213189]]
62,[[1.1425432]],[[1.2074755]]
63,[[0.91037214]],[[0.9360539]]
64,[[-0.12702729]],[[-0.14151311]]
65,[[0.7157906]],[[0.77232873]]
66,[[-1.3319216]],[[-1.3213843]]
67,[[-0.45335665]],[[-0.45608306]]
68,[[-0.27130502]],[[-0.30321157]]
69,[[0.7777029]],[[0.737501]]
70,[[0.7800983]],[[0.7580286]]
