,0,1
0,[[0.6700935]],[[0.6280253]]
1,[[-1.0464985]],[[-1.026554]]
2,[[0.53816134]],[[0.6155448]]
3,[[-0.70929766]],[[-0.7406617]]
4,[[1.0214826]],[[0.9766505]]
5,[[1.564505]],[[1.6294124]]
6,[[-0.3260311]],[[-0.36800468]]
7,[[-1.1581618]],[[-1.208553]]
8,[[-0.5416185]],[[-0.5667523]]
9,[[1.4631604]],[[1.4710178]]
10,[[-1.1810104]],[[-1.1919149]]
11,[[-0.99766886]],[[-0.9710919]]
12,[[0.88586515]],[[0.8179083]]
13,[[1.5127271]],[[1.4568398]]
14,[[0.5840427]],[[0.58466935]]
15,[[-1.3803827]],[[-1.449409]]
16,[[1.1913729]],[[1.1823316]]
17,[[-1.1017773]],[[-1.1596389]]
18,[[-1.003381]],[[-1.0775721]]
19,[[-1.0944068]],[[-1.176175]]
20,[[1.0411987]],[[1.0199001]]
21,[[-0.16756509]],[[-0.67160845]]
22,[[0.60873395]],[[0.6223252]]
23,[[2.0896537]],[[2.1622963]]
24,[[0.7467468]],[[0.8405676]]
25,[[-1.0262296]],[[-1.0524017]]
26,[[-0.43658873]],[[-0.5631849]]
27,[[0.8958154]],[[0.9711616]]
28,[[1.1020054]],[[1.1065876]]
29,[[-1.0665832]],[[-1.1006179]]
30,[[-1.1826687]],[[-1.2674868]]
31,[[-0.5799452]],[[-0.5087203]]
32,[[-0.27628013]],[[-0.25755227]]
33,[[0.6916522]],[[0.6929712]]
34,[[0.8864179]],[[0.8619478]]
35,[[0.57317126]],[[0.6127832]]
36,[[-0.5471464]],[[-0.47749925]]
37,[[-1.115597]],[[-1.1273563]]
38,[[0.5748296]],[[0.52454734]]
39,[[1.8637477]],[[1.8529205]]
40,[[1.6916462]],[[1.5854387]]
41,[[-1.150607]],[[-1.0382967]]
42,[[-0.8917178]],[[-0.9476298]]
43,[[-0.21621047]],[[-0.20507848]]
44,[[-0.39144436]],[[-0.42717838]]
45,[[-0.9119867]],[[-0.88406736]]
46,[[1.2639724]],[[1.2586155]]
47,[[-0.80879956]],[[-0.8279231]]
48,[[-1.1692175]],[[-1.1777481]]
49,[[1.687961]],[[1.6809628]]
50,[[-0.28365064]],[[-0.3522898]]
51,[[0.7030765]],[[0.6738057]]
52,[[-0.4813646]],[[-0.47332275]]
53,[[-1.1664536]],[[-1.167864]]
54,[[2.2591755]],[[2.2982235]]
55,[[0.40549213]],[[0.39937568]]
56,[[-0.1012305]],[[0.00292945]]
57,[[-0.5075299]],[[-0.52210915]]
58,[[-0.79203165]],[[-0.82722175]]
59,[[1.1331458]],[[1.1238286]]
60,[[-1.0796658]],[[-1.0545999]]
61,[[0.9623342]],[[0.9224129]]
62,[[1.1425432]],[[1.1939211]]
63,[[0.91037214]],[[0.93760943]]
64,[[-0.12702729]],[[-0.14386344]]
65,[[0.7157906]],[[0.7544818]]
66,[[-1.3319216]],[[-1.340665]]
67,[[-0.45335665]],[[-0.47088873]]
68,[[-0.27130502]],[[-0.32366407]]
69,[[0.7777029]],[[0.7527659]]
70,[[0.7800983]],[[0.77803063]]
