,0,1
0,[[0.6700935]],[[0.64919686]]
1,[[-1.0464985]],[[-1.0221293]]
2,[[0.53816134]],[[0.5801909]]
3,[[-0.70929766]],[[-0.7439982]]
4,[[1.0214826]],[[0.95527625]]
5,[[1.564505]],[[1.5737147]]
6,[[-0.3260311]],[[-0.36193788]]
7,[[-1.1581618]],[[-1.1906176]]
8,[[-0.5416185]],[[-0.59560937]]
9,[[1.4631604]],[[1.4851856]]
10,[[-1.1810104]],[[-1.1766827]]
11,[[-0.99766886]],[[-1.0051959]]
12,[[0.88586515]],[[0.8249042]]
13,[[1.5127271]],[[1.456156]]
14,[[0.5840427]],[[0.5752976]]
15,[[-1.3803827]],[[-1.3685526]]
16,[[1.1913729]],[[1.182894]]
17,[[-1.1017773]],[[-1.1696904]]
18,[[-1.003381]],[[-1.0851202]]
19,[[-1.0944068]],[[-1.1697856]]
20,[[1.0411987]],[[1.0167596]]
21,[[-0.16756509]],[[-0.19221318]]
22,[[0.60873395]],[[0.6283486]]
23,[[2.0896537]],[[2.1336863]]
24,[[0.7467468]],[[0.7757909]]
25,[[-1.0262296]],[[-1.0426104]]
26,[[-0.43658873]],[[-0.51343226]]
27,[[0.8958154]],[[0.96588993]]
28,[[1.1020054]],[[1.0768857]]
29,[[-1.0665832]],[[-1.1590401]]
30,[[-1.1826687]],[[-1.2648605]]
31,[[-0.5799452]],[[-0.47261477]]
32,[[-0.27628013]],[[-0.22440314]]
33,[[0.6916522]],[[0.7142875]]
34,[[0.8864179]],[[0.85392904]]
35,[[0.57317126]],[[0.6172321]]
36,[[-0.5471464]],[[-0.47557628]]
37,[[-1.115597]],[[-1.1126289]]
38,[[0.5748296]],[[0.6002269]]
39,[[1.8637477]],[[1.8169322]]
40,[[1.6916462]],[[1.5892601]]
41,[[-1.150607]],[[-1.1122607]]
42,[[-0.8917178]],[[-0.94331205]]
43,[[-0.21621047]],[[-0.21632004]]
44,[[-0.39144436]],[[-0.4846835]]
45,[[-0.9119867]],[[-0.94505703]]
46,[[1.2639724]],[[1.2461939]]
47,[[-0.80879956]],[[-0.82415664]]
48,[[-1.1692175]],[[-1.1950722]]
49,[[1.687961]],[[1.680188]]
50,[[-0.28365064]],[[-0.263304]]
51,[[0.7030765]],[[0.6468029]]
52,[[-0.4813646]],[[-0.47572827]]
53,[[-1.1664536]],[[-1.1905158]]
54,[[2.2591755]],[[2.3093562]]
55,[[0.40549213]],[[0.32184923]]
56,[[-0.1012305]],[[-0.02188838]]
57,[[-0.5075299]],[[-0.55840373]]
58,[[-0.79203165]],[[-0.8523465]]
59,[[1.1331458]],[[1.1371281]]
60,[[-1.0796658]],[[-1.0499027]]
61,[[0.9623342]],[[0.94135904]]
62,[[1.1425432]],[[1.1988122]]
63,[[0.91037214]],[[0.8896589]]
64,[[-0.12702729]],[[-0.13432527]]
65,[[0.7157906]],[[0.6931188]]
66,[[-1.3319216]],[[-1.3493212]]
67,[[-0.45335665]],[[-0.45489895]]
68,[[-0.27130502]],[[-0.3323822]]
69,[[0.7777029]],[[0.7260864]]
70,[[0.7800983]],[[0.73037076]]
