,0,1
0,[[0.6700935]],[[0.6025884]]
1,[[-1.0464985]],[[-1.006193]]
2,[[0.53816134]],[[0.61363506]]
3,[[-0.70929766]],[[-0.72101057]]
4,[[1.0214826]],[[0.9217963]]
5,[[1.564505]],[[1.5503223]]
6,[[-0.3260311]],[[-0.37746835]]
7,[[-1.1581618]],[[-1.1997459]]
8,[[-0.5416185]],[[-0.5689846]]
9,[[1.4631604]],[[1.4868155]]
10,[[-1.1810104]],[[-1.1798491]]
11,[[-0.99766886]],[[-0.946094]]
12,[[0.88586515]],[[0.81189513]]
13,[[1.5127271]],[[1.45087]]
14,[[0.5840427]],[[0.5520494]]
15,[[-1.3803827]],[[-1.4472315]]
16,[[1.1913729]],[[1.1368327]]
17,[[-1.1017773]],[[-1.159895]]
18,[[-1.003381]],[[-1.058769]]
19,[[-1.0944068]],[[-1.1546986]]
20,[[1.0411987]],[[1.0078609]]
21,[[-0.16756509]],[[-0.3015356]]
22,[[0.60873395]],[[0.6750419]]
23,[[2.0896537]],[[2.13108]]
24,[[0.7467468]],[[0.8570976]]
25,[[-1.0262296]],[[-1.0290494]]
26,[[-0.43658873]],[[-0.5578066]]
27,[[0.8958154]],[[0.96376157]]
28,[[1.1020054]],[[1.1032848]]
29,[[-1.0665832]],[[-1.0910144]]
30,[[-1.1826687]],[[-1.276173]]
31,[[-0.5799452]],[[-0.49459124]]
32,[[-0.27628013]],[[-0.259135]]
33,[[0.6916522]],[[0.7017131]]
34,[[0.8864179]],[[0.8503585]]
35,[[0.57317126]],[[0.598263]]
36,[[-0.5471464]],[[-0.5096309]]
37,[[-1.115597]],[[-1.1222622]]
38,[[0.5748296]],[[0.54208755]]
39,[[1.8637477]],[[1.8576956]]
40,[[1.6916462]],[[1.5784566]]
41,[[-1.150607]],[[-1.0120008]]
42,[[-0.8917178]],[[-0.94184625]]
43,[[-0.21621047]],[[-0.19412029]]
44,[[-0.39144436]],[[-0.4323163]]
45,[[-0.9119867]],[[-0.91705096]]
46,[[1.2639724]],[[1.2539856]]
47,[[-0.80879956]],[[-0.80748415]]
48,[[-1.1692175]],[[-1.1523002]]
49,[[1.687961]],[[1.6974287]]
50,[[-0.28365064]],[[-0.36086166]]
51,[[0.7030765]],[[0.6321683]]
52,[[-0.4813646]],[[-0.47495818]]
53,[[-1.1664536]],[[-1.170789]]
54,[[2.2591755]],[[2.2807095]]
55,[[0.40549213]],[[0.38998532]]
56,[[-0.1012305]],[[0.03859591]]
57,[[-0.5075299]],[[-0.5031568]]
58,[[-0.79203165]],[[-0.8255924]]
59,[[1.1331458]],[[1.1595173]]
60,[[-1.0796658]],[[-1.0515727]]
61,[[0.9623342]],[[0.92797494]]
62,[[1.1425432]],[[1.2109451]]
63,[[0.91037214]],[[0.94472575]]
64,[[-0.12702729]],[[-0.13610256]]
65,[[0.7157906]],[[0.7898383]]
66,[[-1.3319216]],[[-1.3147712]]
67,[[-0.45335665]],[[-0.46421552]]
68,[[-0.27130502]],[[-0.3140558]]
69,[[0.7777029]],[[0.7371607]]
70,[[0.7800983]],[[0.7717869]]
