,0,1
0,[[0.6700935]],[[0.60412407]]
1,[[-1.0464985]],[[-0.9955567]]
2,[[0.53816134]],[[0.6048775]]
3,[[-0.70929766]],[[-0.71029186]]
4,[[1.0214826]],[[0.920063]]
5,[[1.564505]],[[1.5685298]]
6,[[-0.3260311]],[[-0.37240934]]
7,[[-1.1581618]],[[-1.1899396]]
8,[[-0.5416185]],[[-0.56200993]]
9,[[1.4631604]],[[1.5000966]]
10,[[-1.1810104]],[[-1.1642768]]
11,[[-0.99766886]],[[-0.9303954]]
12,[[0.88586515]],[[0.8189652]]
13,[[1.5127271]],[[1.4643013]]
14,[[0.5840427]],[[0.54400206]]
15,[[-1.3803827]],[[-1.4548161]]
16,[[1.1913729]],[[1.1438508]]
17,[[-1.1017773]],[[-1.1516188]]
18,[[-1.003381]],[[-1.0505798]]
19,[[-1.0944068]],[[-1.1437285]]
20,[[1.0411987]],[[1.0170746]]
21,[[-0.16756509]],[[-0.27291334]]
22,[[0.60873395]],[[0.7067547]]
23,[[2.0896537]],[[2.13721]]
24,[[0.7467468]],[[0.8309927]]
25,[[-1.0262296]],[[-1.0303354]]
26,[[-0.43658873]],[[-0.5521015]]
27,[[0.8958154]],[[0.96343994]]
28,[[1.1020054]],[[1.095639]]
29,[[-1.0665832]],[[-1.0841126]]
30,[[-1.1826687]],[[-1.2673899]]
31,[[-0.5799452]],[[-0.48898947]]
32,[[-0.27628013]],[[-0.22637033]]
33,[[0.6916522]],[[0.7054355]]
34,[[0.8864179]],[[0.8673165]]
35,[[0.57317126]],[[0.6007757]]
36,[[-0.5471464]],[[-0.4793861]]
37,[[-1.115597]],[[-1.1194477]]
38,[[0.5748296]],[[0.52474666]]
39,[[1.8637477]],[[1.8775473]]
40,[[1.6916462]],[[1.5699096]]
41,[[-1.150607]],[[-1.0022686]]
42,[[-0.8917178]],[[-0.92825085]]
43,[[-0.21621047]],[[-0.18917799]]
44,[[-0.39144436]],[[-0.43441796]]
45,[[-0.9119867]],[[-0.9227825]]
46,[[1.2639724]],[[1.2821791]]
47,[[-0.80879956]],[[-0.80927825]]
48,[[-1.1692175]],[[-1.1450742]]
49,[[1.687961]],[[1.7093818]]
50,[[-0.28365064]],[[-0.3560648]]
51,[[0.7030765]],[[0.63183236]]
52,[[-0.4813646]],[[-0.45502067]]
53,[[-1.1664536]],[[-1.162151]]
54,[[2.2591755]],[[2.2918255]]
55,[[0.40549213]],[[0.37724328]]
56,[[-0.1012305]],[[0.05096161]]
57,[[-0.5075299]],[[-0.4937222]]
58,[[-0.79203165]],[[-0.82157624]]
59,[[1.1331458]],[[1.1355057]]
60,[[-1.0796658]],[[-1.057054]]
61,[[0.9623342]],[[0.9372215]]
62,[[1.1425432]],[[1.2300382]]
63,[[0.91037214]],[[0.93598366]]
64,[[-0.12702729]],[[-0.12131453]]
65,[[0.7157906]],[[0.78641844]]
66,[[-1.3319216]],[[-1.3063273]]
67,[[-0.45335665]],[[-0.45828664]]
68,[[-0.27130502]],[[-0.3007704]]
69,[[0.7777029]],[[0.7291944]]
70,[[0.7800983]],[[0.7638643]]
