,0,1
0,[[0.6700935]],[[0.6028012]]
1,[[-1.0464985]],[[-1.0596211]]
2,[[0.53816134]],[[0.56716216]]
3,[[-0.70929766]],[[-0.7887314]]
4,[[1.0214826]],[[0.9312004]]
5,[[1.564505]],[[1.5214282]]
6,[[-0.3260311]],[[-0.40843177]]
7,[[-1.1581618]],[[-1.2206217]]
8,[[-0.5416185]],[[-0.62424695]]
9,[[1.4631604]],[[1.4263998]]
10,[[-1.1810104]],[[-1.1891156]]
11,[[-0.99766886]],[[-1.0089729]]
12,[[0.88586515]],[[0.7949909]]
13,[[1.5127271]],[[1.460498]]
14,[[0.5840427]],[[0.5789467]]
15,[[-1.3803827]],[[-1.385677]]
16,[[1.1913729]],[[1.1315993]]
17,[[-1.1017773]],[[-1.1792005]]
18,[[-1.003381]],[[-1.0913024]]
19,[[-1.0944068]],[[-1.2018433]]
20,[[1.0411987]],[[0.951578]]
21,[[-0.16756509]],[[-0.02436137]]
22,[[0.60873395]],[[0.6096715]]
23,[[2.0896537]],[[2.062706]]
24,[[0.7467468]],[[0.74393237]]
25,[[-1.0262296]],[[-1.0935171]]
26,[[-0.43658873]],[[-0.4976337]]
27,[[0.8958154]],[[0.98543847]]
28,[[1.1020054]],[[1.0350345]]
29,[[-1.0665832]],[[-1.1511774]]
30,[[-1.1826687]],[[-1.2862718]]
31,[[-0.5799452]],[[-0.5035881]]
32,[[-0.27628013]],[[-0.3220818]]
33,[[0.6916522]],[[0.74256456]]
34,[[0.8864179]],[[0.8100325]]
35,[[0.57317126]],[[0.60914886]]
36,[[-0.5471464]],[[-0.55031174]]
37,[[-1.115597]],[[-1.1387908]]
38,[[0.5748296]],[[0.5297562]]
39,[[1.8637477]],[[1.8435065]]
40,[[1.6916462]],[[1.584438]]
41,[[-1.150607]],[[-1.1510382]]
42,[[-0.8917178]],[[-0.973932]]
43,[[-0.21621047]],[[-0.24936473]]
44,[[-0.39144436]],[[-0.46146417]]
45,[[-0.9119867]],[[-0.91575]]
46,[[1.2639724]],[[1.1579736]]
47,[[-0.80879956]],[[-0.8452761]]
48,[[-1.1692175]],[[-1.19177]]
49,[[1.687961]],[[1.6339132]]
50,[[-0.28365064]],[[-0.30194318]]
51,[[0.7030765]],[[0.65964305]]
52,[[-0.4813646]],[[-0.5099046]]
53,[[-1.1664536]],[[-1.2314069]]
54,[[2.2591755]],[[2.228629]]
55,[[0.40549213]],[[0.28314626]]
56,[[-0.1012305]],[[-0.07249367]]
57,[[-0.5075299]],[[-0.6081563]]
58,[[-0.79203165]],[[-0.8465252]]
59,[[1.1331458]],[[1.101214]]
60,[[-1.0796658]],[[-1.099164]]
61,[[0.9623342]],[[0.9112824]]
62,[[1.1425432]],[[1.0855826]]
63,[[0.91037214]],[[0.858266]]
64,[[-0.12702729]],[[-0.17003846]]
65,[[0.7157906]],[[0.643226]]
66,[[-1.3319216]],[[-1.3687543]]
67,[[-0.45335665]],[[-0.48505318]]
68,[[-0.27130502]],[[-0.35338426]]
69,[[0.7777029]],[[0.6971785]]
70,[[0.7800983]],[[0.7133533]]
