,0,1
0,[[0.6700935]],[[0.6208023]]
1,[[-1.0464985]],[[-1.0153548]]
2,[[0.53816134]],[[0.59449875]]
3,[[-0.70929766]],[[-0.72183466]]
4,[[1.0214826]],[[0.94527376]]
5,[[1.564505]],[[1.5723358]]
6,[[-0.3260311]],[[-0.34897327]]
7,[[-1.1581618]],[[-1.2031283]]
8,[[-0.5416185]],[[-0.5691668]]
9,[[1.4631604]],[[1.6177679]]
10,[[-1.1810104]],[[-1.1830873]]
11,[[-0.99766886]],[[-0.95990306]]
12,[[0.88586515]],[[0.82060874]]
13,[[1.5127271]],[[1.4839474]]
14,[[0.5840427]],[[0.5815817]]
15,[[-1.3803827]],[[-1.4155897]]
16,[[1.1913729]],[[1.1688458]]
17,[[-1.1017773]],[[-1.1642894]]
18,[[-1.003381]],[[-1.0771313]]
19,[[-1.0944068]],[[-1.163671]]
20,[[1.0411987]],[[1.0132736]]
21,[[-0.16756509]],[[-0.21932185]]
22,[[0.60873395]],[[0.62028754]]
23,[[2.0896537]],[[2.1282072]]
24,[[0.7467468]],[[0.8158132]]
25,[[-1.0262296]],[[-1.0398713]]
26,[[-0.43658873]],[[-0.5725757]]
27,[[0.8958154]],[[0.9686066]]
28,[[1.1020054]],[[1.0728267]]
29,[[-1.0665832]],[[-1.124744]]
30,[[-1.1826687]],[[-1.2633669]]
31,[[-0.5799452]],[[-0.4981172]]
32,[[-0.27628013]],[[-0.22155213]]
33,[[0.6916522]],[[0.68838465]]
34,[[0.8864179]],[[0.82985604]]
35,[[0.57317126]],[[0.57586706]]
36,[[-0.5471464]],[[-0.49571168]]
37,[[-1.115597]],[[-1.1093293]]
38,[[0.5748296]],[[0.5454887]]
39,[[1.8637477]],[[1.8421081]]
40,[[1.6916462]],[[1.5847813]]
41,[[-1.150607]],[[-1.0488364]]
42,[[-0.8917178]],[[-0.9417002]]
43,[[-0.21621047]],[[-0.22115266]]
44,[[-0.39144436]],[[-0.45946157]]
45,[[-0.9119867]],[[-0.8918194]]
46,[[1.2639724]],[[1.213368]]
47,[[-0.80879956]],[[-0.81158954]]
48,[[-1.1692175]],[[-1.200723]]
49,[[1.687961]],[[1.6839348]]
50,[[-0.28365064]],[[-0.16431308]]
51,[[0.7030765]],[[0.6767639]]
52,[[-0.4813646]],[[-0.49377084]]
53,[[-1.1664536]],[[-1.1955647]]
54,[[2.2591755]],[[2.2649765]]
55,[[0.40549213]],[[0.38685966]]
56,[[-0.1012305]],[[0.01301801]]
57,[[-0.5075299]],[[-0.53494763]]
58,[[-0.79203165]],[[-0.8532478]]
59,[[1.1331458]],[[1.1033539]]
60,[[-1.0796658]],[[-1.0383124]]
61,[[0.9623342]],[[0.9097034]]
62,[[1.1425432]],[[1.234686]]
63,[[0.91037214]],[[0.9122373]]
64,[[-0.12702729]],[[-0.14289427]]
65,[[0.7157906]],[[0.6868564]]
66,[[-1.3319216]],[[-1.3529277]]
67,[[-0.45335665]],[[-0.4675833]]
68,[[-0.27130502]],[[-0.33198166]]
69,[[0.7777029]],[[0.7327038]]
70,[[0.7800983]],[[0.751078]]
