,0,1
0,[[0.6700935]],[[0.60713124]]
1,[[-1.0464985]],[[-0.97450054]]
2,[[0.53816134]],[[0.60902786]]
3,[[-0.70929766]],[[-0.70633066]]
4,[[1.0214826]],[[0.9094691]]
5,[[1.564505]],[[1.5552444]]
6,[[-0.3260311]],[[-0.37092137]]
7,[[-1.1581618]],[[-1.1861972]]
8,[[-0.5416185]],[[-0.55894125]]
9,[[1.4631604]],[[1.498451]]
10,[[-1.1810104]],[[-1.1578597]]
11,[[-0.99766886]],[[-0.9094393]]
12,[[0.88586515]],[[0.8229649]]
13,[[1.5127271]],[[1.4651573]]
14,[[0.5840427]],[[0.53598094]]
15,[[-1.3803827]],[[-1.446746]]
16,[[1.1913729]],[[1.1469955]]
17,[[-1.1017773]],[[-1.1512182]]
18,[[-1.003381]],[[-1.0519173]]
19,[[-1.0944068]],[[-1.1225138]]
20,[[1.0411987]],[[1.0153353]]
21,[[-0.16756509]],[[-0.3037703]]
22,[[0.60873395]],[[0.72666407]]
23,[[2.0896537]],[[2.1333668]]
24,[[0.7467468]],[[0.8322413]]
25,[[-1.0262296]],[[-1.032482]]
26,[[-0.43658873]],[[-0.55727684]]
27,[[0.8958154]],[[0.9682627]]
28,[[1.1020054]],[[1.0978553]]
29,[[-1.0665832]],[[-1.0847869]]
30,[[-1.1826687]],[[-1.2908329]]
31,[[-0.5799452]],[[-0.48395395]]
32,[[-0.27628013]],[[-0.22092748]]
33,[[0.6916522]],[[0.7094033]]
34,[[0.8864179]],[[0.8662517]]
35,[[0.57317126]],[[0.5986233]]
36,[[-0.5471464]],[[-0.46761596]]
37,[[-1.115597]],[[-1.1348209]]
38,[[0.5748296]],[[0.5383353]]
39,[[1.8637477]],[[1.8778834]]
40,[[1.6916462]],[[1.5724571]]
41,[[-1.150607]],[[-1.0034122]]
42,[[-0.8917178]],[[-0.923522]]
43,[[-0.21621047]],[[-0.1868211]]
44,[[-0.39144436]],[[-0.43122756]]
45,[[-0.9119867]],[[-0.92174333]]
46,[[1.2639724]],[[1.2795584]]
47,[[-0.80879956]],[[-0.8021902]]
48,[[-1.1692175]],[[-1.1431384]]
49,[[1.687961]],[[1.7015994]]
50,[[-0.28365064]],[[-0.34158015]]
51,[[0.7030765]],[[0.63403916]]
52,[[-0.4813646]],[[-0.45466983]]
53,[[-1.1664536]],[[-1.1592245]]
54,[[2.2591755]],[[2.291888]]
55,[[0.40549213]],[[0.36916292]]
56,[[-0.1012305]],[[0.03837979]]
57,[[-0.5075299]],[[-0.48454595]]
58,[[-0.79203165]],[[-0.81848323]]
59,[[1.1331458]],[[1.1367381]]
60,[[-1.0796658]],[[-1.0533061]]
61,[[0.9623342]],[[0.93946147]]
62,[[1.1425432]],[[1.254406]]
63,[[0.91037214]],[[0.93034506]]
64,[[-0.12702729]],[[-0.13333058]]
65,[[0.7157906]],[[0.7671106]]
66,[[-1.3319216]],[[-1.3140341]]
67,[[-0.45335665]],[[-0.4700184]]
68,[[-0.27130502]],[[-0.30700433]]
69,[[0.7777029]],[[0.72573996]]
70,[[0.7800983]],[[0.76200795]]
