,0,1
0,[[0.6700935]],[[0.63194025]]
1,[[-1.0464985]],[[-1.0066144]]
2,[[0.53816134]],[[0.5812994]]
3,[[-0.70929766]],[[-0.74976087]]
4,[[1.0214826]],[[0.9711274]]
5,[[1.564505]],[[1.5655252]]
6,[[-0.3260311]],[[-0.3874811]]
7,[[-1.1581618]],[[-1.1915567]]
8,[[-0.5416185]],[[-0.5919441]]
9,[[1.4631604]],[[1.43702]]
10,[[-1.1810104]],[[-1.1737345]]
11,[[-0.99766886]],[[-0.979599]]
12,[[0.88586515]],[[0.83772314]]
13,[[1.5127271]],[[1.4946812]]
14,[[0.5840427]],[[0.6219181]]
15,[[-1.3803827]],[[-1.3633193]]
16,[[1.1913729]],[[1.1610543]]
17,[[-1.1017773]],[[-1.1533982]]
18,[[-1.003381]],[[-1.0455302]]
19,[[-1.0944068]],[[-1.1552982]]
20,[[1.0411987]],[[0.9931091]]
21,[[-0.16756509]],[[-0.06090355]]
22,[[0.60873395]],[[0.6495329]]
23,[[2.0896537]],[[2.133635]]
24,[[0.7467468]],[[0.7809931]]
25,[[-1.0262296]],[[-1.0377238]]
26,[[-0.43658873]],[[-0.43693554]]
27,[[0.8958154]],[[1.0051519]]
28,[[1.1020054]],[[1.0812758]]
29,[[-1.0665832]],[[-1.1206219]]
30,[[-1.1826687]],[[-1.2450687]]
31,[[-0.5799452]],[[-0.46533346]]
32,[[-0.27628013]],[[-0.26930058]]
33,[[0.6916522]],[[0.7874938]]
34,[[0.8864179]],[[0.8549253]]
35,[[0.57317126]],[[0.6782032]]
36,[[-0.5471464]],[[-0.49973822]]
37,[[-1.115597]],[[-1.1122301]]
38,[[0.5748296]],[[0.5677203]]
39,[[1.8637477]],[[1.8496665]]
40,[[1.6916462]],[[1.6274885]]
41,[[-1.150607]],[[-1.1170988]]
42,[[-0.8917178]],[[-0.94162935]]
43,[[-0.21621047]],[[-0.2116729]]
44,[[-0.39144436]],[[-0.43702006]]
45,[[-0.9119867]],[[-0.8987567]]
46,[[1.2639724]],[[1.2216569]]
47,[[-0.80879956]],[[-0.7997028]]
48,[[-1.1692175]],[[-1.1672264]]
49,[[1.687961]],[[1.6718653]]
50,[[-0.28365064]],[[-0.30548608]]
51,[[0.7030765]],[[0.6841041]]
52,[[-0.4813646]],[[-0.4719814]]
53,[[-1.1664536]],[[-1.2073146]]
54,[[2.2591755]],[[2.2717123]]
55,[[0.40549213]],[[0.3199011]]
56,[[-0.1012305]],[[-0.0097394]]
57,[[-0.5075299]],[[-0.5400785]]
58,[[-0.79203165]],[[-0.8166688]]
59,[[1.1331458]],[[1.1356689]]
60,[[-1.0796658]],[[-1.0509213]]
61,[[0.9623342]],[[0.9413351]]
62,[[1.1425432]],[[1.1343237]]
63,[[0.91037214]],[[0.89922154]]
64,[[-0.12702729]],[[-0.11391973]]
65,[[0.7157906]],[[0.6841823]]
66,[[-1.3319216]],[[-1.3375553]]
67,[[-0.45335665]],[[-0.43322802]]
68,[[-0.27130502]],[[-0.31386244]]
69,[[0.7777029]],[[0.7359165]]
70,[[0.7800983]],[[0.74941194]]
