,0,1
0,[[0.6700935]],[[0.62584984]]
1,[[-1.0464985]],[[-1.0333803]]
2,[[0.53816134]],[[0.6023823]]
3,[[-0.70929766]],[[-0.7125202]]
4,[[1.0214826]],[[0.94860995]]
5,[[1.564505]],[[1.5319959]]
6,[[-0.3260311]],[[-0.3463843]]
7,[[-1.1581618]],[[-1.2049756]]
8,[[-0.5416185]],[[-0.5651984]]
9,[[1.4631604]],[[1.5178992]]
10,[[-1.1810104]],[[-1.1854]]
11,[[-0.99766886]],[[-0.9638831]]
12,[[0.88586515]],[[0.8191742]]
13,[[1.5127271]],[[1.432732]]
14,[[0.5840427]],[[0.5776626]]
15,[[-1.3803827]],[[-1.4159728]]
16,[[1.1913729]],[[1.1635576]]
17,[[-1.1017773]],[[-1.1601589]]
18,[[-1.003381]],[[-1.080613]]
19,[[-1.0944068]],[[-1.181505]]
20,[[1.0411987]],[[1.0044438]]
21,[[-0.16756509]],[[-0.19484866]]
22,[[0.60873395]],[[0.6329869]]
23,[[2.0896537]],[[2.1142178]]
24,[[0.7467468]],[[0.7982322]]
25,[[-1.0262296]],[[-1.0366161]]
26,[[-0.43658873]],[[-0.5782082]]
27,[[0.8958154]],[[0.95987976]]
28,[[1.1020054]],[[1.0802368]]
29,[[-1.0665832]],[[-1.1258538]]
30,[[-1.1826687]],[[-1.2635547]]
31,[[-0.5799452]],[[-0.5021075]]
32,[[-0.27628013]],[[-0.24580324]]
33,[[0.6916522]],[[0.68447864]]
34,[[0.8864179]],[[0.82460916]]
35,[[0.57317126]],[[0.57519615]]
36,[[-0.5471464]],[[-0.46186996]]
37,[[-1.115597]],[[-1.1145351]]
38,[[0.5748296]],[[0.53598773]]
39,[[1.8637477]],[[1.8277355]]
40,[[1.6916462]],[[1.5631081]]
41,[[-1.150607]],[[-1.030976]]
42,[[-0.8917178]],[[-0.946469]]
43,[[-0.21621047]],[[-0.22314179]]
44,[[-0.39144436]],[[-0.47385073]]
45,[[-0.9119867]],[[-0.8900049]]
46,[[1.2639724]],[[1.2216667]]
47,[[-0.80879956]],[[-0.8072205]]
48,[[-1.1692175]],[[-1.205646]]
49,[[1.687961]],[[1.6498963]]
50,[[-0.28365064]],[[-0.2114178]]
51,[[0.7030765]],[[0.6827575]]
52,[[-0.4813646]],[[-0.4973092]]
53,[[-1.1664536]],[[-1.1907375]]
54,[[2.2591755]],[[2.2574368]]
55,[[0.40549213]],[[0.39401102]]
56,[[-0.1012305]],[[0.00468099]]
57,[[-0.5075299]],[[-0.54547966]]
58,[[-0.79203165]],[[-0.85134923]]
59,[[1.1331458]],[[1.0803748]]
60,[[-1.0796658]],[[-1.0261284]]
61,[[0.9623342]],[[0.9009985]]
62,[[1.1425432]],[[1.2014648]]
63,[[0.91037214]],[[0.92076695]]
64,[[-0.12702729]],[[-0.14656913]]
65,[[0.7157906]],[[0.690251]]
66,[[-1.3319216]],[[-1.3519783]]
67,[[-0.45335665]],[[-0.47094345]]
68,[[-0.27130502]],[[-0.33507144]]
69,[[0.7777029]],[[0.7311131]]
70,[[0.7800983]],[[0.7468115]]
