,0,1
0,[[0.6700935]],[[0.5956316]]
1,[[-1.0464985]],[[-1.0073028]]
2,[[0.53816134]],[[0.60320234]]
3,[[-0.70929766]],[[-0.712468]]
4,[[1.0214826]],[[0.91267943]]
5,[[1.564505]],[[1.5596294]]
6,[[-0.3260311]],[[-0.36525273]]
7,[[-1.1581618]],[[-1.1885631]]
8,[[-0.5416185]],[[-0.5518377]]
9,[[1.4631604]],[[1.5203202]]
10,[[-1.1810104]],[[-1.1585436]]
11,[[-0.99766886]],[[-0.932998]]
12,[[0.88586515]],[[0.80378056]]
13,[[1.5127271]],[[1.4532967]]
14,[[0.5840427]],[[0.5148456]]
15,[[-1.3803827]],[[-1.4535503]]
16,[[1.1913729]],[[1.1320183]]
17,[[-1.1017773]],[[-1.1615969]]
18,[[-1.003381]],[[-1.0508246]]
19,[[-1.0944068]],[[-1.1545215]]
20,[[1.0411987]],[[1.0066214]]
21,[[-0.16756509]],[[-0.31469882]]
22,[[0.60873395]],[[0.7056277]]
23,[[2.0896537]],[[2.1136703]]
24,[[0.7467468]],[[0.83614874]]
25,[[-1.0262296]],[[-1.0303156]]
26,[[-0.43658873]],[[-0.5494398]]
27,[[0.8958154]],[[0.9477806]]
28,[[1.1020054]],[[1.0948138]]
29,[[-1.0665832]],[[-1.0691712]]
30,[[-1.1826687]],[[-1.2795968]]
31,[[-0.5799452]],[[-0.49914956]]
32,[[-0.27628013]],[[-0.25140846]]
33,[[0.6916522]],[[0.69137883]]
34,[[0.8864179]],[[0.8475878]]
35,[[0.57317126]],[[0.57358885]]
36,[[-0.5471464]],[[-0.48277247]]
37,[[-1.115597]],[[-1.1583345]]
38,[[0.5748296]],[[0.535969]]
39,[[1.8637477]],[[1.8573301]]
40,[[1.6916462]],[[1.554568]]
41,[[-1.150607]],[[-0.9900428]]
42,[[-0.8917178]],[[-0.90725803]]
43,[[-0.21621047]],[[-0.20156252]]
44,[[-0.39144436]],[[-0.42744792]]
45,[[-0.9119867]],[[-0.9175708]]
46,[[1.2639724]],[[1.281585]]
47,[[-0.80879956]],[[-0.8114343]]
48,[[-1.1692175]],[[-1.1459756]]
49,[[1.687961]],[[1.6910226]]
50,[[-0.28365064]],[[-0.34972274]]
51,[[0.7030765]],[[0.6237087]]
52,[[-0.4813646]],[[-0.4662428]]
53,[[-1.1664536]],[[-1.1759298]]
54,[[2.2591755]],[[2.2564597]]
55,[[0.40549213]],[[0.38985872]]
56,[[-0.1012305]],[[0.03673768]]
57,[[-0.5075299]],[[-0.48551667]]
58,[[-0.79203165]],[[-0.82464916]]
59,[[1.1331458]],[[1.1343272]]
60,[[-1.0796658]],[[-1.0642017]]
61,[[0.9623342]],[[0.92662096]]
62,[[1.1425432]],[[1.2018867]]
63,[[0.91037214]],[[0.9260464]]
64,[[-0.12702729]],[[-0.12755084]]
65,[[0.7157906]],[[0.78668904]]
66,[[-1.3319216]],[[-1.3070168]]
67,[[-0.45335665]],[[-0.46808565]]
68,[[-0.27130502]],[[-0.30362868]]
69,[[0.7777029]],[[0.7198906]]
70,[[0.7800983]],[[0.75806355]]
