,0,1
0,[[0.6700935]],[[0.61949325]]
1,[[-1.0464985]],[[-1.059287]]
2,[[0.53816134]],[[0.5717492]]
3,[[-0.70929766]],[[-0.78096277]]
4,[[1.0214826]],[[0.9483509]]
5,[[1.564505]],[[1.5383298]]
6,[[-0.3260311]],[[-0.40131223]]
7,[[-1.1581618]],[[-1.2195278]]
8,[[-0.5416185]],[[-0.62195647]]
9,[[1.4631604]],[[1.440567]]
10,[[-1.1810104]],[[-1.183822]]
11,[[-0.99766886]],[[-1.0005658]]
12,[[0.88586515]],[[0.8096132]]
13,[[1.5127271]],[[1.4784265]]
14,[[0.5840427]],[[0.593282]]
15,[[-1.3803827]],[[-1.3834156]]
16,[[1.1913729]],[[1.146662]]
17,[[-1.1017773]],[[-1.176601]]
18,[[-1.003381]],[[-1.0809487]]
19,[[-1.0944068]],[[-1.2029312]]
20,[[1.0411987]],[[0.9642868]]
21,[[-0.16756509]],[[-0.00228381]]
22,[[0.60873395]],[[0.6267772]]
23,[[2.0896537]],[[2.0825896]]
24,[[0.7467468]],[[0.75484776]]
25,[[-1.0262296]],[[-1.0908256]]
26,[[-0.43658873]],[[-0.49511862]]
27,[[0.8958154]],[[1.0013223]]
28,[[1.1020054]],[[1.0472884]]
29,[[-1.0665832]],[[-1.1476356]]
30,[[-1.1826687]],[[-1.2818267]]
31,[[-0.5799452]],[[-0.50210834]]
32,[[-0.27628013]],[[-0.3187697]]
33,[[0.6916522]],[[0.75281596]]
34,[[0.8864179]],[[0.8305185]]
35,[[0.57317126]],[[0.6203551]]
36,[[-0.5471464]],[[-0.55241627]]
37,[[-1.115597]],[[-1.1309105]]
38,[[0.5748296]],[[0.55867076]]
39,[[1.8637477]],[[1.8579977]]
40,[[1.6916462]],[[1.6034648]]
41,[[-1.150607]],[[-1.1449438]]
42,[[-0.8917178]],[[-0.9731485]]
43,[[-0.21621047]],[[-0.23989952]]
44,[[-0.39144436]],[[-0.45319617]]
45,[[-0.9119867]],[[-0.9158902]]
46,[[1.2639724]],[[1.1676798]]
47,[[-0.80879956]],[[-0.8381863]]
48,[[-1.1692175]],[[-1.1833535]]
49,[[1.687961]],[[1.6504459]]
50,[[-0.28365064]],[[-0.29570603]]
51,[[0.7030765]],[[0.66900396]]
52,[[-0.4813646]],[[-0.4964099]]
53,[[-1.1664536]],[[-1.2236071]]
54,[[2.2591755]],[[2.252093]]
55,[[0.40549213]],[[0.29656434]]
56,[[-0.1012305]],[[-0.06581438]]
57,[[-0.5075299]],[[-0.5994734]]
58,[[-0.79203165]],[[-0.84181064]]
59,[[1.1331458]],[[1.1104949]]
60,[[-1.0796658]],[[-1.093175]]
61,[[0.9623342]],[[0.9300766]]
62,[[1.1425432]],[[1.0989294]]
63,[[0.91037214]],[[0.873353]]
64,[[-0.12702729]],[[-0.16453338]]
65,[[0.7157906]],[[0.6609266]]
66,[[-1.3319216]],[[-1.3633934]]
67,[[-0.45335665]],[[-0.47539544]]
68,[[-0.27130502]],[[-0.34108555]]
69,[[0.7777029]],[[0.7098563]]
70,[[0.7800983]],[[0.7294979]]
