,0,1
0,[[0.6700935]],[[0.62565815]]
1,[[-1.0464985]],[[-1.0500987]]
2,[[0.53816134]],[[0.5717255]]
3,[[-0.70929766]],[[-0.77581644]]
4,[[1.0214826]],[[0.9537972]]
5,[[1.564505]],[[1.5400127]]
6,[[-0.3260311]],[[-0.39543796]]
7,[[-1.1581618]],[[-1.2133794]]
8,[[-0.5416185]],[[-0.6127641]]
9,[[1.4631604]],[[1.4369072]]
10,[[-1.1810104]],[[-1.1774383]]
11,[[-0.99766886]],[[-0.99221253]]
12,[[0.88586515]],[[0.81121266]]
13,[[1.5127271]],[[1.4805447]]
14,[[0.5840427]],[[0.6025866]]
15,[[-1.3803827]],[[-1.370734]]
16,[[1.1913729]],[[1.1562992]]
17,[[-1.1017773]],[[-1.16906]]
18,[[-1.003381]],[[-1.0749824]]
19,[[-1.0944068]],[[-1.1933535]]
20,[[1.0411987]],[[0.9679326]]
21,[[-0.16756509]],[[0.01185596]]
22,[[0.60873395]],[[0.6316081]]
23,[[2.0896537]],[[2.0870504]]
24,[[0.7467468]],[[0.7544433]]
25,[[-1.0262296]],[[-1.0824866]]
26,[[-0.43658873]],[[-0.4849869]]
27,[[0.8958154]],[[1.0009669]]
28,[[1.1020054]],[[1.0551246]]
29,[[-1.0665832]],[[-1.1399022]]
30,[[-1.1826687]],[[-1.2712693]]
31,[[-0.5799452]],[[-0.49487245]]
32,[[-0.27628013]],[[-0.31605196]]
33,[[0.6916522]],[[0.7613684]]
34,[[0.8864179]],[[0.83644974]]
35,[[0.57317126]],[[0.6308569]]
36,[[-0.5471464]],[[-0.5384192]]
37,[[-1.115597]],[[-1.1211017]]
38,[[0.5748296]],[[0.5683738]]
39,[[1.8637477]],[[1.8508638]]
40,[[1.6916462]],[[1.6081885]]
41,[[-1.150607]],[[-1.1368763]]
42,[[-0.8917178]],[[-0.95961297]]
43,[[-0.21621047]],[[-0.23180771]]
44,[[-0.39144436]],[[-0.44876778]]
45,[[-0.9119867]],[[-0.9137197]]
46,[[1.2639724]],[[1.1745149]]
47,[[-0.80879956]],[[-0.8349632]]
48,[[-1.1692175]],[[-1.1729726]]
49,[[1.687961]],[[1.6502286]]
50,[[-0.28365064]],[[-0.2935604]]
51,[[0.7030765]],[[0.6684972]]
52,[[-0.4813646]],[[-0.488474]]
53,[[-1.1664536]],[[-1.219959]]
54,[[2.2591755]],[[2.2523437]]
55,[[0.40549213]],[[0.30308795]]
56,[[-0.1012305]],[[-0.06543851]]
57,[[-0.5075299]],[[-0.591109]]
58,[[-0.79203165]],[[-0.8369079]]
59,[[1.1331458]],[[1.1134058]]
60,[[-1.0796658]],[[-1.0902065]]
61,[[0.9623342]],[[0.93502223]]
62,[[1.1425432]],[[1.0984775]]
63,[[0.91037214]],[[0.876866]]
64,[[-0.12702729]],[[-0.1613158]]
65,[[0.7157906]],[[0.6562425]]
66,[[-1.3319216]],[[-1.35146]]
67,[[-0.45335665]],[[-0.466339]]
68,[[-0.27130502]],[[-0.33363712]]
69,[[0.7777029]],[[0.7146369]]
70,[[0.7800983]],[[0.73591363]]
