,0,1
0,[[0.6700935]],[[0.6188749]]
1,[[-1.0464985]],[[-1.0207349]]
2,[[0.53816134]],[[0.58451235]]
3,[[-0.70929766]],[[-0.77432954]]
4,[[1.0214826]],[[0.94767845]]
5,[[1.564505]],[[1.5390612]]
6,[[-0.3260311]],[[-0.39929998]]
7,[[-1.1581618]],[[-1.2093221]]
8,[[-0.5416185]],[[-0.60710573]]
9,[[1.4631604]],[[1.4311165]]
10,[[-1.1810104]],[[-1.1839391]]
11,[[-0.99766886]],[[-0.9919167]]
12,[[0.88586515]],[[0.8129555]]
13,[[1.5127271]],[[1.4746779]]
14,[[0.5840427]],[[0.59840286]]
15,[[-1.3803827]],[[-1.3726773]]
16,[[1.1913729]],[[1.1507393]]
17,[[-1.1017773]],[[-1.1648883]]
18,[[-1.003381]],[[-1.0735015]]
19,[[-1.0944068]],[[-1.1677133]]
20,[[1.0411987]],[[0.97252977]]
21,[[-0.16756509]],[[-0.02065933]]
22,[[0.60873395]],[[0.6272789]]
23,[[2.0896537]],[[2.0972528]]
24,[[0.7467468]],[[0.76571095]]
25,[[-1.0262296]],[[-1.0723245]]
26,[[-0.43658873]],[[-0.4607054]]
27,[[0.8958154]],[[0.99932325]]
28,[[1.1020054]],[[1.0565733]]
29,[[-1.0665832]],[[-1.1361799]]
30,[[-1.1826687]],[[-1.2655238]]
31,[[-0.5799452]],[[-0.48653138]]
32,[[-0.27628013]],[[-0.29558086]]
33,[[0.6916522]],[[0.7661177]]
34,[[0.8864179]],[[0.8208884]]
35,[[0.57317126]],[[0.64237535]]
36,[[-0.5471464]],[[-0.51768756]]
37,[[-1.115597]],[[-1.1255528]]
38,[[0.5748296]],[[0.5452672]]
39,[[1.8637477]],[[1.8492969]]
40,[[1.6916462]],[[1.6024314]]
41,[[-1.150607]],[[-1.1366003]]
42,[[-0.8917178]],[[-0.95954067]]
43,[[-0.21621047]],[[-0.22704566]]
44,[[-0.39144436]],[[-0.45531833]]
45,[[-0.9119867]],[[-0.90630054]]
46,[[1.2639724]],[[1.1900405]]
47,[[-0.80879956]],[[-0.8353038]]
48,[[-1.1692175]],[[-1.1759261]]
49,[[1.687961]],[[1.6498731]]
50,[[-0.28365064]],[[-0.3016796]]
51,[[0.7030765]],[[0.67281044]]
52,[[-0.4813646]],[[-0.5031086]]
53,[[-1.1664536]],[[-1.2242923]]
54,[[2.2591755]],[[2.250215]]
55,[[0.40549213]],[[0.30047572]]
56,[[-0.1012305]],[[-0.04300344]]
57,[[-0.5075299]],[[-0.57754475]]
58,[[-0.79203165]],[[-0.8340988]]
59,[[1.1331458]],[[1.1244365]]
60,[[-1.0796658]],[[-1.0897545]]
61,[[0.9623342]],[[0.9281596]]
62,[[1.1425432]],[[1.1041685]]
63,[[0.91037214]],[[0.8784622]]
64,[[-0.12702729]],[[-0.14170349]]
65,[[0.7157906]],[[0.6582824]]
66,[[-1.3319216]],[[-1.3462284]]
67,[[-0.45335665]],[[-0.4609697]]
68,[[-0.27130502]],[[-0.33529198]]
69,[[0.7777029]],[[0.71792495]]
70,[[0.7800983]],[[0.73027194]]
