,0,1
0,[[0.6700935]],[[0.6064029]]
1,[[-1.0464985]],[[-0.98656225]]
2,[[0.53816134]],[[0.60867786]]
3,[[-0.70929766]],[[-0.7149999]]
4,[[1.0214826]],[[0.93419194]]
5,[[1.564505]],[[1.5697474]]
6,[[-0.3260311]],[[-0.37112677]]
7,[[-1.1581618]],[[-1.2033685]]
8,[[-0.5416185]],[[-0.5500717]]
9,[[1.4631604]],[[1.4619088]]
10,[[-1.1810104]],[[-1.1621073]]
11,[[-0.99766886]],[[-0.9480957]]
12,[[0.88586515]],[[0.81582236]]
13,[[1.5127271]],[[1.4556746]]
14,[[0.5840427]],[[0.5454755]]
15,[[-1.3803827]],[[-1.4467723]]
16,[[1.1913729]],[[1.1422086]]
17,[[-1.1017773]],[[-1.1553828]]
18,[[-1.003381]],[[-1.0570807]]
19,[[-1.0944068]],[[-1.1348531]]
20,[[1.0411987]],[[1.011272]]
21,[[-0.16756509]],[[-0.2989236]]
22,[[0.60873395]],[[0.6775148]]
23,[[2.0896537]],[[2.1343691]]
24,[[0.7467468]],[[0.8483205]]
25,[[-1.0262296]],[[-1.0300239]]
26,[[-0.43658873]],[[-0.55558157]]
27,[[0.8958154]],[[0.9676988]]
28,[[1.1020054]],[[1.1002126]]
29,[[-1.0665832]],[[-1.0945916]]
30,[[-1.1826687]],[[-1.2669632]]
31,[[-0.5799452]],[[-0.49040687]]
32,[[-0.27628013]],[[-0.23784149]]
33,[[0.6916522]],[[0.7006111]]
34,[[0.8864179]],[[0.85424423]]
35,[[0.57317126]],[[0.6012933]]
36,[[-0.5471464]],[[-0.47342956]]
37,[[-1.115597]],[[-1.1410276]]
38,[[0.5748296]],[[0.5288868]]
39,[[1.8637477]],[[1.8656328]]
40,[[1.6916462]],[[1.5769446]]
41,[[-1.150607]],[[-1.0167882]]
42,[[-0.8917178]],[[-0.93541366]]
43,[[-0.21621047]],[[-0.19060123]]
44,[[-0.39144436]],[[-0.417346]]
45,[[-0.9119867]],[[-0.9065393]]
46,[[1.2639724]],[[1.281373]]
47,[[-0.80879956]],[[-0.8048941]]
48,[[-1.1692175]],[[-1.156268]]
49,[[1.687961]],[[1.7054715]]
50,[[-0.28365064]],[[-0.36865115]]
51,[[0.7030765]],[[0.63934755]]
52,[[-0.4813646]],[[-0.46915615]]
53,[[-1.1664536]],[[-1.1644232]]
54,[[2.2591755]],[[2.283306]]
55,[[0.40549213]],[[0.40600443]]
56,[[-0.1012305]],[[0.04443991]]
57,[[-0.5075299]],[[-0.4981283]]
58,[[-0.79203165]],[[-0.82030034]]
59,[[1.1331458]],[[1.1531992]]
60,[[-1.0796658]],[[-1.0549166]]
61,[[0.9623342]],[[0.9326632]]
62,[[1.1425432]],[[1.2050872]]
63,[[0.91037214]],[[0.94525766]]
64,[[-0.12702729]],[[-0.13073409]]
65,[[0.7157906]],[[0.78000426]]
66,[[-1.3319216]],[[-1.3164209]]
67,[[-0.45335665]],[[-0.4589349]]
68,[[-0.27130502]],[[-0.30394328]]
69,[[0.7777029]],[[0.73710775]]
70,[[0.7800983]],[[0.7737291]]
