,0,1
0,[[0.6700935]],[[0.6360173]]
1,[[-1.0464985]],[[-1.0142746]]
2,[[0.53816134]],[[0.60853744]]
3,[[-0.70929766]],[[-0.72830814]]
4,[[1.0214826]],[[0.9775803]]
5,[[1.564505]],[[1.6217947]]
6,[[-0.3260311]],[[-0.37133706]]
7,[[-1.1581618]],[[-1.2021717]]
8,[[-0.5416185]],[[-0.5791182]]
9,[[1.4631604]],[[1.513638]]
10,[[-1.1810104]],[[-1.1665281]]
11,[[-0.99766886]],[[-0.96495897]]
12,[[0.88586515]],[[0.8273363]]
13,[[1.5127271]],[[1.4860473]]
14,[[0.5840427]],[[0.5778332]]
15,[[-1.3803827]],[[-1.4365747]]
16,[[1.1913729]],[[1.1897261]]
17,[[-1.1017773]],[[-1.1642832]]
18,[[-1.003381]],[[-1.0841179]]
19,[[-1.0944068]],[[-1.1639186]]
20,[[1.0411987]],[[1.0181181]]
21,[[-0.16756509]],[[-0.3912748]]
22,[[0.60873395]],[[0.63525414]]
23,[[2.0896537]],[[2.1675723]]
24,[[0.7467468]],[[0.8260534]]
25,[[-1.0262296]],[[-1.0452225]]
26,[[-0.43658873]],[[-0.569956]]
27,[[0.8958154]],[[0.97293043]]
28,[[1.1020054]],[[1.1013494]]
29,[[-1.0665832]],[[-1.1118884]]
30,[[-1.1826687]],[[-1.2668642]]
31,[[-0.5799452]],[[-0.5051987]]
32,[[-0.27628013]],[[-0.2595439]]
33,[[0.6916522]],[[0.6902745]]
34,[[0.8864179]],[[0.85814714]]
35,[[0.57317126]],[[0.61282635]]
36,[[-0.5471464]],[[-0.48693097]]
37,[[-1.115597]],[[-1.1307302]]
38,[[0.5748296]],[[0.55272007]]
39,[[1.8637477]],[[1.8548913]]
40,[[1.6916462]],[[1.6046243]]
41,[[-1.150607]],[[-1.0498822]]
42,[[-0.8917178]],[[-0.9527937]]
43,[[-0.21621047]],[[-0.20875669]]
44,[[-0.39144436]],[[-0.41827154]]
45,[[-0.9119867]],[[-0.89113337]]
46,[[1.2639724]],[[1.2592943]]
47,[[-0.80879956]],[[-0.80820745]]
48,[[-1.1692175]],[[-1.1831765]]
49,[[1.687961]],[[1.6912217]]
50,[[-0.28365064]],[[-0.3139577]]
51,[[0.7030765]],[[0.67901206]]
52,[[-0.4813646]],[[-0.47732878]]
53,[[-1.1664536]],[[-1.1927174]]
54,[[2.2591755]],[[2.2972136]]
55,[[0.40549213]],[[0.39788067]]
56,[[-0.1012305]],[[0.00247145]]
57,[[-0.5075299]],[[-0.5252352]]
58,[[-0.79203165]],[[-0.83612126]]
59,[[1.1331458]],[[1.1225691]]
60,[[-1.0796658]],[[-1.0349975]]
61,[[0.9623342]],[[0.926754]]
62,[[1.1425432]],[[1.2014534]]
63,[[0.91037214]],[[0.93884087]]
64,[[-0.12702729]],[[-0.16156185]]
65,[[0.7157906]],[[0.7328007]]
66,[[-1.3319216]],[[-1.3445728]]
67,[[-0.45335665]],[[-0.46935058]]
68,[[-0.27130502]],[[-0.34131825]]
69,[[0.7777029]],[[0.75135493]]
70,[[0.7800983]],[[0.77050066]]
