,0,1
0,[[0.6700935]],[[0.61211574]]
1,[[-1.0464985]],[[-1.025187]]
2,[[0.53816134]],[[0.48794937]]
3,[[-0.70929766]],[[-0.76397043]]
4,[[1.0214826]],[[0.97886467]]
5,[[1.564505]],[[1.5385189]]
6,[[-0.3260311]],[[-0.40263945]]
7,[[-1.1581618]],[[-1.2098353]]
8,[[-0.5416185]],[[-0.6234007]]
9,[[1.4631604]],[[1.3337443]]
10,[[-1.1810104]],[[-1.1667602]]
11,[[-0.99766886]],[[-0.9771527]]
12,[[0.88586515]],[[0.8197708]]
13,[[1.5127271]],[[1.4800367]]
14,[[0.5840427]],[[0.61239886]]
15,[[-1.3803827]],[[-1.3199525]]
16,[[1.1913729]],[[1.1268632]]
17,[[-1.1017773]],[[-1.162546]]
18,[[-1.003381]],[[-1.052543]]
19,[[-1.0944068]],[[-1.1675581]]
20,[[1.0411987]],[[0.9642315]]
21,[[-0.16756509]],[[0.07006752]]
22,[[0.60873395]],[[0.65237176]]
23,[[2.0896537]],[[2.0978265]]
24,[[0.7467468]],[[0.73732567]]
25,[[-1.0262296]],[[-1.0891056]]
26,[[-0.43658873]],[[-0.48910958]]
27,[[0.8958154]],[[0.9854317]]
28,[[1.1020054]],[[1.0551484]]
29,[[-1.0665832]],[[-1.1435457]]
30,[[-1.1826687]],[[-1.2428378]]
31,[[-0.5799452]],[[-0.5191593]]
32,[[-0.27628013]],[[-0.3239692]]
33,[[0.6916522]],[[0.76000834]]
34,[[0.8864179]],[[0.8666103]]
35,[[0.57317126]],[[0.64187336]]
36,[[-0.5471464]],[[-0.54587686]]
37,[[-1.115597]],[[-1.11205]]
38,[[0.5748296]],[[0.57701576]]
39,[[1.8637477]],[[1.7773082]]
40,[[1.6916462]],[[1.6018202]]
41,[[-1.150607]],[[-1.1322136]]
42,[[-0.8917178]],[[-0.98342264]]
43,[[-0.21621047]],[[-0.22146595]]
44,[[-0.39144436]],[[-0.4542768]]
45,[[-0.9119867]],[[-0.9685403]]
46,[[1.2639724]],[[1.1747127]]
47,[[-0.80879956]],[[-0.8328792]]
48,[[-1.1692175]],[[-1.1536216]]
49,[[1.687961]],[[1.6449721]]
50,[[-0.28365064]],[[-0.3965763]]
51,[[0.7030765]],[[0.62624454]]
52,[[-0.4813646]],[[-0.46326643]]
53,[[-1.1664536]],[[-1.1816679]]
54,[[2.2591755]],[[2.2742476]]
55,[[0.40549213]],[[0.31623113]]
56,[[-0.1012305]],[[-0.06918192]]
57,[[-0.5075299]],[[-0.5788308]]
58,[[-0.79203165]],[[-0.8378489]]
59,[[1.1331458]],[[1.0868611]]
60,[[-1.0796658]],[[-1.0868477]]
61,[[0.9623342]],[[0.9241102]]
62,[[1.1425432]],[[1.0972772]]
63,[[0.91037214]],[[0.88759303]]
64,[[-0.12702729]],[[-0.16601658]]
65,[[0.7157906]],[[0.6341785]]
66,[[-1.3319216]],[[-1.3045785]]
67,[[-0.45335665]],[[-0.4543466]]
68,[[-0.27130502]],[[-0.3166231]]
69,[[0.7777029]],[[0.715992]]
70,[[0.7800983]],[[0.69368577]]
