,0,1
0,[[0.6700935]],[[0.61617696]]
1,[[-1.0464985]],[[-1.0289073]]
2,[[0.53816134]],[[0.6123384]]
3,[[-0.70929766]],[[-0.7259705]]
4,[[1.0214826]],[[0.95527923]]
5,[[1.564505]],[[1.6017638]]
6,[[-0.3260311]],[[-0.38418186]]
7,[[-1.1581618]],[[-1.1908947]]
8,[[-0.5416185]],[[-0.56493163]]
9,[[1.4631604]],[[1.4756614]]
10,[[-1.1810104]],[[-1.1941833]]
11,[[-0.99766886]],[[-0.9479092]]
12,[[0.88586515]],[[0.82323754]]
13,[[1.5127271]],[[1.4477886]]
14,[[0.5840427]],[[0.55770934]]
15,[[-1.3803827]],[[-1.4473219]]
16,[[1.1913729]],[[1.1765829]]
17,[[-1.1017773]],[[-1.154196]]
18,[[-1.003381]],[[-1.0676072]]
19,[[-1.0944068]],[[-1.1775827]]
20,[[1.0411987]],[[1.0162979]]
21,[[-0.16756509]],[[-1.5612906]]
22,[[0.60873395]],[[0.6342577]]
23,[[2.0896537]],[[2.1433687]]
24,[[0.7467468]],[[0.82760537]]
25,[[-1.0262296]],[[-1.0452859]]
26,[[-0.43658873]],[[-0.56146795]]
27,[[0.8958154]],[[0.9576899]]
28,[[1.1020054]],[[1.0914322]]
29,[[-1.0665832]],[[-1.0921144]]
30,[[-1.1826687]],[[-1.2630403]]
31,[[-0.5799452]],[[-0.5068399]]
32,[[-0.27628013]],[[-0.2621348]]
33,[[0.6916522]],[[0.6821214]]
34,[[0.8864179]],[[0.8450793]]
35,[[0.57317126]],[[0.59847176]]
36,[[-0.5471464]],[[-0.5128689]]
37,[[-1.115597]],[[-1.1097531]]
38,[[0.5748296]],[[0.54004943]]
39,[[1.8637477]],[[1.8522273]]
40,[[1.6916462]],[[1.5790397]]
41,[[-1.150607]],[[-1.0314417]]
42,[[-0.8917178]],[[-0.9406806]]
43,[[-0.21621047]],[[-0.20117605]]
44,[[-0.39144436]],[[-0.45861053]]
45,[[-0.9119867]],[[-0.8915282]]
46,[[1.2639724]],[[1.2331334]]
47,[[-0.80879956]],[[-0.81666434]]
48,[[-1.1692175]],[[-1.1586671]]
49,[[1.687961]],[[1.6807672]]
50,[[-0.28365064]],[[-0.36464834]]
51,[[0.7030765]],[[0.6551999]]
52,[[-0.4813646]],[[-0.481753]]
53,[[-1.1664536]],[[-1.13889]]
54,[[2.2591755]],[[2.286748]]
55,[[0.40549213]],[[0.40209305]]
56,[[-0.1012305]],[[0.02370393]]
57,[[-0.5075299]],[[-0.51625407]]
58,[[-0.79203165]],[[-0.823087]]
59,[[1.1331458]],[[1.1108242]]
60,[[-1.0796658]],[[-1.0467777]]
61,[[0.9623342]],[[0.9191824]]
62,[[1.1425432]],[[1.1918153]]
63,[[0.91037214]],[[0.93277466]]
64,[[-0.12702729]],[[-0.12830901]]
65,[[0.7157906]],[[0.75605047]]
66,[[-1.3319216]],[[-1.3219594]]
67,[[-0.45335665]],[[-0.4693439]]
68,[[-0.27130502]],[[-0.31393445]]
69,[[0.7777029]],[[0.7402998]]
70,[[0.7800983]],[[0.7656144]]
