,0,1
0,[[0.6700935]],[[0.63625085]]
1,[[-1.0464985]],[[-1.0346662]]
2,[[0.53816134]],[[0.577273]]
3,[[-0.70929766]],[[-0.7713078]]
4,[[1.0214826]],[[0.95780766]]
5,[[1.564505]],[[1.5402349]]
6,[[-0.3260311]],[[-0.39264584]]
7,[[-1.1581618]],[[-1.2097003]]
8,[[-0.5416185]],[[-0.61115795]]
9,[[1.4631604]],[[1.4476796]]
10,[[-1.1810104]],[[-1.1719126]]
11,[[-0.99766886]],[[-0.9830469]]
12,[[0.88586515]],[[0.8126646]]
13,[[1.5127271]],[[1.4824682]]
14,[[0.5840427]],[[0.60450304]]
15,[[-1.3803827]],[[-1.3667518]]
16,[[1.1913729]],[[1.1631621]]
17,[[-1.1017773]],[[-1.1644512]]
18,[[-1.003381]],[[-1.0652426]]
19,[[-1.0944068]],[[-1.1787479]]
20,[[1.0411987]],[[0.96737397]]
21,[[-0.16756509]],[[0.01675689]]
22,[[0.60873395]],[[0.6341871]]
23,[[2.0896537]],[[2.0834126]]
24,[[0.7467468]],[[0.7608799]]
25,[[-1.0262296]],[[-1.0820779]]
26,[[-0.43658873]],[[-0.47575676]]
27,[[0.8958154]],[[1.0085934]]
28,[[1.1020054]],[[1.0536033]]
29,[[-1.0665832]],[[-1.1363955]]
30,[[-1.1826687]],[[-1.2637485]]
31,[[-0.5799452]],[[-0.49367994]]
32,[[-0.27628013]],[[-0.3078153]]
33,[[0.6916522]],[[0.7597035]]
34,[[0.8864179]],[[0.84146535]]
35,[[0.57317126]],[[0.6289731]]
36,[[-0.5471464]],[[-0.53032136]]
37,[[-1.115597]],[[-1.113801]]
38,[[0.5748296]],[[0.57255185]]
39,[[1.8637477]],[[1.8607262]]
40,[[1.6916462]],[[1.6073774]]
41,[[-1.150607]],[[-1.1305192]]
42,[[-0.8917178]],[[-0.96093595]]
43,[[-0.21621047]],[[-0.22983623]]
44,[[-0.39144436]],[[-0.44575977]]
45,[[-0.9119867]],[[-0.9053066]]
46,[[1.2639724]],[[1.1777111]]
47,[[-0.80879956]],[[-0.8303823]]
48,[[-1.1692175]],[[-1.163425]]
49,[[1.687961]],[[1.6510376]]
50,[[-0.28365064]],[[-0.2816342]]
51,[[0.7030765]],[[0.6746439]]
52,[[-0.4813646]],[[-0.48102677]]
53,[[-1.1664536]],[[-1.2075831]]
54,[[2.2591755]],[[2.253407]]
55,[[0.40549213]],[[0.30627942]]
56,[[-0.1012305]],[[-0.05554724]]
57,[[-0.5075299]],[[-0.5828212]]
58,[[-0.79203165]],[[-0.8312539]]
59,[[1.1331458]],[[1.1169387]]
60,[[-1.0796658]],[[-1.0851467]]
61,[[0.9623342]],[[0.9452132]]
62,[[1.1425432]],[[1.1013166]]
63,[[0.91037214]],[[0.8781594]]
64,[[-0.12702729]],[[-0.15116239]]
65,[[0.7157906]],[[0.65915143]]
66,[[-1.3319216]],[[-1.3423104]]
67,[[-0.45335665]],[[-0.45792866]]
68,[[-0.27130502]],[[-0.3241849]]
69,[[0.7777029]],[[0.71543133]]
70,[[0.7800983]],[[0.74085367]]
