,0,1
0,[[0.6700935]],[[0.6388397]]
1,[[-1.0464985]],[[-0.999306]]
2,[[0.53816134]],[[0.5804806]]
3,[[-0.70929766]],[[-0.7388709]]
4,[[1.0214826]],[[0.9472294]]
5,[[1.564505]],[[1.548022]]
6,[[-0.3260311]],[[-0.35904837]]
7,[[-1.1581618]],[[-1.1912355]]
8,[[-0.5416185]],[[-0.59558976]]
9,[[1.4631604]],[[1.4536858]]
10,[[-1.1810104]],[[-1.1599045]]
11,[[-0.99766886]],[[-0.9933903]]
12,[[0.88586515]],[[0.8259084]]
13,[[1.5127271]],[[1.4568791]]
14,[[0.5840427]],[[0.5897827]]
15,[[-1.3803827]],[[-1.365753]]
16,[[1.1913729]],[[1.1670287]]
17,[[-1.1017773]],[[-1.1590458]]
18,[[-1.003381]],[[-1.0696964]]
19,[[-1.0944068]],[[-1.1476523]]
20,[[1.0411987]],[[1.0026422]]
21,[[-0.16756509]],[[-0.20579088]]
22,[[0.60873395]],[[0.6253476]]
23,[[2.0896537]],[[2.1170282]]
24,[[0.7467468]],[[0.7802708]]
25,[[-1.0262296]],[[-1.0347886]]
26,[[-0.43658873]],[[-0.49745703]]
27,[[0.8958154]],[[0.97050023]]
28,[[1.1020054]],[[1.0736797]]
29,[[-1.0665832]],[[-1.1460348]]
30,[[-1.1826687]],[[-1.2571253]]
31,[[-0.5799452]],[[-0.47569728]]
32,[[-0.27628013]],[[-0.23027003]]
33,[[0.6916522]],[[0.7315254]]
34,[[0.8864179]],[[0.83965635]]
35,[[0.57317126]],[[0.617661]]
36,[[-0.5471464]],[[-0.4568466]]
37,[[-1.115597]],[[-1.1069474]]
38,[[0.5748296]],[[0.6273143]]
39,[[1.8637477]],[[1.8012824]]
40,[[1.6916462]],[[1.5968571]]
41,[[-1.150607]],[[-1.1120479]]
42,[[-0.8917178]],[[-0.94417423]]
43,[[-0.21621047]],[[-0.21508455]]
44,[[-0.39144436]],[[-0.46825123]]
45,[[-0.9119867]],[[-0.94947994]]
46,[[1.2639724]],[[1.2463205]]
47,[[-0.80879956]],[[-0.82054496]]
48,[[-1.1692175]],[[-1.1858382]]
49,[[1.687961]],[[1.6493928]]
50,[[-0.28365064]],[[-0.23897338]]
51,[[0.7030765]],[[0.63564706]]
52,[[-0.4813646]],[[-0.48423803]]
53,[[-1.1664536]],[[-1.1828551]]
54,[[2.2591755]],[[2.2928321]]
55,[[0.40549213]],[[0.32169676]]
56,[[-0.1012305]],[[-0.02457321]]
57,[[-0.5075299]],[[-0.5527642]]
58,[[-0.79203165]],[[-0.8365131]]
59,[[1.1331458]],[[1.1374388]]
60,[[-1.0796658]],[[-1.0587722]]
61,[[0.9623342]],[[0.9351263]]
62,[[1.1425432]],[[1.1604478]]
63,[[0.91037214]],[[0.88653946]]
64,[[-0.12702729]],[[-0.1277703]]
65,[[0.7157906]],[[0.69061947]]
66,[[-1.3319216]],[[-1.3413427]]
67,[[-0.45335665]],[[-0.44078314]]
68,[[-0.27130502]],[[-0.31803]]
69,[[0.7777029]],[[0.7248342]]
70,[[0.7800983]],[[0.7357025]]
