,0,1
0,[[0.6700935]],[[0.60876393]]
1,[[-1.0464985]],[[-1.0623815]]
2,[[0.53816134]],[[0.5546708]]
3,[[-0.70929766]],[[-0.7888721]]
4,[[1.0214826]],[[0.9379177]]
5,[[1.564505]],[[1.5189178]]
6,[[-0.3260311]],[[-0.41193295]]
7,[[-1.1581618]],[[-1.2262903]]
8,[[-0.5416185]],[[-0.63000244]]
9,[[1.4631604]],[[1.4204056]]
10,[[-1.1810104]],[[-1.1890033]]
11,[[-0.99766886]],[[-1.005584]]
12,[[0.88586515]],[[0.7960756]]
13,[[1.5127271]],[[1.4598174]]
14,[[0.5840427]],[[0.5851836]]
15,[[-1.3803827]],[[-1.3865608]]
16,[[1.1913729]],[[1.1344533]]
17,[[-1.1017773]],[[-1.1829132]]
18,[[-1.003381]],[[-1.0859677]]
19,[[-1.0944068]],[[-1.2050995]]
20,[[1.0411987]],[[0.9481256]]
21,[[-0.16756509]],[[-0.01208317]]
22,[[0.60873395]],[[0.61573315]]
23,[[2.0896537]],[[2.063379]]
24,[[0.7467468]],[[0.73929095]]
25,[[-1.0262296]],[[-1.0984135]]
26,[[-0.43658873]],[[-0.5012599]]
27,[[0.8958154]],[[0.98594785]]
28,[[1.1020054]],[[1.0351596]]
29,[[-1.0665832]],[[-1.154269]]
30,[[-1.1826687]],[[-1.2848887]]
31,[[-0.5799452]],[[-0.51040065]]
32,[[-0.27628013]],[[-0.3252808]]
33,[[0.6916522]],[[0.7405765]]
34,[[0.8864179]],[[0.8172629]]
35,[[0.57317126]],[[0.60893416]]
36,[[-0.5471464]],[[-0.5563382]]
37,[[-1.115597]],[[-1.1351914]]
38,[[0.5748296]],[[0.5499296]]
39,[[1.8637477]],[[1.8354106]]
40,[[1.6916462]],[[1.5870819]]
41,[[-1.150607]],[[-1.1504618]]
42,[[-0.8917178]],[[-0.97881895]]
43,[[-0.21621047]],[[-0.24959946]]
44,[[-0.39144436]],[[-0.46358263]]
45,[[-0.9119867]],[[-0.9262116]]
46,[[1.2639724]],[[1.1585798]]
47,[[-0.80879956]],[[-0.84658873]]
48,[[-1.1692175]],[[-1.1869153]]
49,[[1.687961]],[[1.6302509]]
50,[[-0.28365064]],[[-0.30715215]]
51,[[0.7030765]],[[0.6545675]]
52,[[-0.4813646]],[[-0.50537384]]
53,[[-1.1664536]],[[-1.2286642]]
54,[[2.2591755]],[[2.2325642]]
55,[[0.40549213]],[[0.28647006]]
56,[[-0.1012305]],[[-0.07523382]]
57,[[-0.5075299]],[[-0.60814637]]
58,[[-0.79203165]],[[-0.8484702]]
59,[[1.1331458]],[[1.094938]]
60,[[-1.0796658]],[[-1.1004882]]
61,[[0.9623342]],[[0.91808605]]
62,[[1.1425432]],[[1.0858312]]
63,[[0.91037214]],[[0.8603349]]
64,[[-0.12702729]],[[-0.17316973]]
65,[[0.7157906]],[[0.64269996]]
66,[[-1.3319216]],[[-1.3665068]]
67,[[-0.45335665]],[[-0.48343325]]
68,[[-0.27130502]],[[-0.34949315]]
69,[[0.7777029]],[[0.6966424]]
70,[[0.7800983]],[[0.7182317]]
