,0,1
0,[[0.6700935]],[[0.63195753]]
1,[[-1.0464985]],[[-1.0178776]]
2,[[0.53816134]],[[0.58475876]]
3,[[-0.70929766]],[[-0.73370373]]
4,[[1.0214826]],[[0.94485116]]
5,[[1.564505]],[[1.5435283]]
6,[[-0.3260311]],[[-0.3701296]]
7,[[-1.1581618]],[[-1.1874385]]
8,[[-0.5416185]],[[-0.6037841]]
9,[[1.4631604]],[[1.4183357]]
10,[[-1.1810104]],[[-1.1689295]]
11,[[-0.99766886]],[[-1.0019138]]
12,[[0.88586515]],[[0.83200145]]
13,[[1.5127271]],[[1.4544933]]
14,[[0.5840427]],[[0.58251214]]
15,[[-1.3803827]],[[-1.3660235]]
16,[[1.1913729]],[[1.1562691]]
17,[[-1.1017773]],[[-1.1604198]]
18,[[-1.003381]],[[-1.0731096]]
19,[[-1.0944068]],[[-1.1653782]]
20,[[1.0411987]],[[0.99590015]]
21,[[-0.16756509]],[[-0.2896545]]
22,[[0.60873395]],[[0.62269187]]
23,[[2.0896537]],[[2.1201472]]
24,[[0.7467468]],[[0.77003837]]
25,[[-1.0262296]],[[-1.0319775]]
26,[[-0.43658873]],[[-0.511166]]
27,[[0.8958154]],[[0.96981764]]
28,[[1.1020054]],[[1.0608449]]
29,[[-1.0665832]],[[-1.1492579]]
30,[[-1.1826687]],[[-1.2625082]]
31,[[-0.5799452]],[[-0.4882884]]
32,[[-0.27628013]],[[-0.26368415]]
33,[[0.6916522]],[[0.73726106]]
34,[[0.8864179]],[[0.83439326]]
35,[[0.57317126]],[[0.62139153]]
36,[[-0.5471464]],[[-0.48954618]]
37,[[-1.115597]],[[-1.1140585]]
38,[[0.5748296]],[[0.6250086]]
39,[[1.8637477]],[[1.7998457]]
40,[[1.6916462]],[[1.6000082]]
41,[[-1.150607]],[[-1.1244752]]
42,[[-0.8917178]],[[-0.951656]]
43,[[-0.21621047]],[[-0.21818316]]
44,[[-0.39144436]],[[-0.46657717]]
45,[[-0.9119867]],[[-0.95366126]]
46,[[1.2639724]],[[1.2363436]]
47,[[-0.80879956]],[[-0.80283016]]
48,[[-1.1692175]],[[-1.1816572]]
49,[[1.687961]],[[1.6400979]]
50,[[-0.28365064]],[[-0.22292364]]
51,[[0.7030765]],[[0.6301949]]
52,[[-0.4813646]],[[-0.48929024]]
53,[[-1.1664536]],[[-1.1857245]]
54,[[2.2591755]],[[2.2900295]]
55,[[0.40549213]],[[0.3154179]]
56,[[-0.1012305]],[[-0.05018973]]
57,[[-0.5075299]],[[-0.56500614]]
58,[[-0.79203165]],[[-0.83928365]]
59,[[1.1331458]],[[1.120498]]
60,[[-1.0796658]],[[-1.0437329]]
61,[[0.9623342]],[[0.92890286]]
62,[[1.1425432]],[[1.1523197]]
63,[[0.91037214]],[[0.8784585]]
64,[[-0.12702729]],[[-0.14648914]]
65,[[0.7157906]],[[0.7026658]]
66,[[-1.3319216]],[[-1.341662]]
67,[[-0.45335665]],[[-0.45093298]]
68,[[-0.27130502]],[[-0.327847]]
69,[[0.7777029]],[[0.7217946]]
70,[[0.7800983]],[[0.7347572]]
