,0,1
0,[[0.6700935]],[[0.6273279]]
1,[[-1.0464985]],[[-1.0569603]]
2,[[0.53816134]],[[0.5723314]]
3,[[-0.70929766]],[[-0.72520596]]
4,[[1.0214826]],[[0.92440677]]
5,[[1.564505]],[[1.5435195]]
6,[[-0.3260311]],[[-0.3733318]]
7,[[-1.1581618]],[[-1.2148575]]
8,[[-0.5416185]],[[-0.573419]]
9,[[1.4631604]],[[1.571883]]
10,[[-1.1810104]],[[-1.2106854]]
11,[[-0.99766886]],[[-0.9889036]]
12,[[0.88586515]],[[0.80465984]]
13,[[1.5127271]],[[1.4468267]]
14,[[0.5840427]],[[0.545203]]
15,[[-1.3803827]],[[-1.4160131]]
16,[[1.1913729]],[[1.1487815]]
17,[[-1.1017773]],[[-1.1687394]]
18,[[-1.003381]],[[-1.0990196]]
19,[[-1.0944068]],[[-1.2038877]]
20,[[1.0411987]],[[0.99626946]]
21,[[-0.16756509]],[[-0.13293254]]
22,[[0.60873395]],[[0.6231301]]
23,[[2.0896537]],[[2.1066678]]
24,[[0.7467468]],[[0.77319765]]
25,[[-1.0262296]],[[-1.0488763]]
26,[[-0.43658873]],[[-0.5768318]]
27,[[0.8958154]],[[0.9454968]]
28,[[1.1020054]],[[1.0619631]]
29,[[-1.0665832]],[[-1.1423445]]
30,[[-1.1826687]],[[-1.284308]]
31,[[-0.5799452]],[[-0.5151222]]
32,[[-0.27628013]],[[-0.2582991]]
33,[[0.6916522]],[[0.6757395]]
34,[[0.8864179]],[[0.8127222]]
35,[[0.57317126]],[[0.55832744]]
36,[[-0.5471464]],[[-0.50674057]]
37,[[-1.115597]],[[-1.1288561]]
38,[[0.5748296]],[[0.52202034]]
39,[[1.8637477]],[[1.7858498]]
40,[[1.6916462]],[[1.5648675]]
41,[[-1.150607]],[[-1.0678214]]
42,[[-0.8917178]],[[-0.9525896]]
43,[[-0.21621047]],[[-0.2274307]]
44,[[-0.39144436]],[[-0.49075675]]
45,[[-0.9119867]],[[-0.9034422]]
46,[[1.2639724]],[[1.1976457]]
47,[[-0.80879956]],[[-0.82387644]]
48,[[-1.1692175]],[[-1.2214214]]
49,[[1.687961]],[[1.6510565]]
50,[[-0.28365064]],[[-0.21043992]]
51,[[0.7030765]],[[0.6730621]]
52,[[-0.4813646]],[[-0.50836265]]
53,[[-1.1664536]],[[-1.1802186]]
54,[[2.2591755]],[[2.2493606]]
55,[[0.40549213]],[[0.37174785]]
56,[[-0.1012305]],[[-0.02601266]]
57,[[-0.5075299]],[[-0.55642784]]
58,[[-0.79203165]],[[-0.88166255]]
59,[[1.1331458]],[[1.0664032]]
60,[[-1.0796658]],[[-1.0522381]]
61,[[0.9623342]],[[0.8897493]]
62,[[1.1425432]],[[1.2199311]]
63,[[0.91037214]],[[0.894794]]
64,[[-0.12702729]],[[-0.16518044]]
65,[[0.7157906]],[[0.66483474]]
66,[[-1.3319216]],[[-1.371985]]
67,[[-0.45335665]],[[-0.47878456]]
68,[[-0.27130502]],[[-0.3562734]]
69,[[0.7777029]],[[0.7103169]]
70,[[0.7800983]],[[0.7276809]]
