,0,1
0,[[0.6700935]],[[0.61517096]]
1,[[-1.0464985]],[[-1.0300181]]
2,[[0.53816134]],[[0.5940473]]
3,[[-0.70929766]],[[-0.77310455]]
4,[[1.0214826]],[[0.9443803]]
5,[[1.564505]],[[1.53286]]
6,[[-0.3260311]],[[-0.39033127]]
7,[[-1.1581618]],[[-1.205886]]
8,[[-0.5416185]],[[-0.6137792]]
9,[[1.4631604]],[[1.3792953]]
10,[[-1.1810104]],[[-1.2018174]]
11,[[-0.99766886]],[[-1.0015204]]
12,[[0.88586515]],[[0.80512166]]
13,[[1.5127271]],[[1.4687934]]
14,[[0.5840427]],[[0.5928545]]
15,[[-1.3803827]],[[-1.3850367]]
16,[[1.1913729]],[[1.1397738]]
17,[[-1.1017773]],[[-1.1594954]]
18,[[-1.003381]],[[-1.0671175]]
19,[[-1.0944068]],[[-1.171078]]
20,[[1.0411987]],[[0.9738233]]
21,[[-0.16756509]],[[-0.02841878]]
22,[[0.60873395]],[[0.62707305]]
23,[[2.0896537]],[[2.0903885]]
24,[[0.7467468]],[[0.7694278]]
25,[[-1.0262296]],[[-1.046354]]
26,[[-0.43658873]],[[-0.47908413]]
27,[[0.8958154]],[[0.9638388]]
28,[[1.1020054]],[[1.0497673]]
29,[[-1.0665832]],[[-1.1368585]]
30,[[-1.1826687]],[[-1.258625]]
31,[[-0.5799452]],[[-0.5010767]]
32,[[-0.27628013]],[[-0.26515853]]
33,[[0.6916522]],[[0.76749206]]
34,[[0.8864179]],[[0.836926]]
35,[[0.57317126]],[[0.6388705]]
36,[[-0.5471464]],[[-0.50302243]]
37,[[-1.115597]],[[-1.1291046]]
38,[[0.5748296]],[[0.59181976]]
39,[[1.8637477]],[[1.8226986]]
40,[[1.6916462]],[[1.5916033]]
41,[[-1.150607]],[[-1.1222231]]
42,[[-0.8917178]],[[-0.9768151]]
43,[[-0.21621047]],[[-0.23290145]]
44,[[-0.39144436]],[[-0.4551195]]
45,[[-0.9119867]],[[-0.94506305]]
46,[[1.2639724]],[[1.198499]]
47,[[-0.80879956]],[[-0.8254905]]
48,[[-1.1692175]],[[-1.1788744]]
49,[[1.687961]],[[1.639004]]
50,[[-0.28365064]],[[-0.3074746]]
51,[[0.7030765]],[[0.633343]]
52,[[-0.4813646]],[[-0.48463762]]
53,[[-1.1664536]],[[-1.1941661]]
54,[[2.2591755]],[[2.2466862]]
55,[[0.40549213]],[[0.3004682]]
56,[[-0.1012305]],[[-0.04259658]]
57,[[-0.5075299]],[[-0.5847763]]
58,[[-0.79203165]],[[-0.8432983]]
59,[[1.1331458]],[[1.1171727]]
60,[[-1.0796658]],[[-1.081527]]
61,[[0.9623342]],[[0.9265046]]
62,[[1.1425432]],[[1.1773272]]
63,[[0.91037214]],[[0.88141537]]
64,[[-0.12702729]],[[-0.11187005]]
65,[[0.7157906]],[[0.66401505]]
66,[[-1.3319216]],[[-1.3569356]]
67,[[-0.45335665]],[[-0.44564092]]
68,[[-0.27130502]],[[-0.32432604]]
69,[[0.7777029]],[[0.71577024]]
70,[[0.7800983]],[[0.72247887]]
