,0,1
0,[[0.6700935]],[[0.6253047]]
1,[[-1.0464985]],[[-1.016931]]
2,[[0.53816134]],[[0.5816865]]
3,[[-0.70929766]],[[-0.7547114]]
4,[[1.0214826]],[[0.92265296]]
5,[[1.564505]],[[1.5269468]]
6,[[-0.3260311]],[[-0.39909816]]
7,[[-1.1581618]],[[-1.1971974]]
8,[[-0.5416185]],[[-0.6132967]]
9,[[1.4631604]],[[1.4512208]]
10,[[-1.1810104]],[[-1.1864469]]
11,[[-0.99766886]],[[-1.000071]]
12,[[0.88586515]],[[0.8127432]]
13,[[1.5127271]],[[1.4651501]]
14,[[0.5840427]],[[0.5868707]]
15,[[-1.3803827]],[[-1.3704236]]
16,[[1.1913729]],[[1.1500995]]
17,[[-1.1017773]],[[-1.1600353]]
18,[[-1.003381]],[[-1.071053]]
19,[[-1.0944068]],[[-1.159124]]
20,[[1.0411987]],[[0.97326636]]
21,[[-0.16756509]],[[-0.10944581]]
22,[[0.60873395]],[[0.6101513]]
23,[[2.0896537]],[[2.0963523]]
24,[[0.7467468]],[[0.7638905]]
25,[[-1.0262296]],[[-1.0457485]]
26,[[-0.43658873]],[[-0.4880327]]
27,[[0.8958154]],[[0.96583486]]
28,[[1.1020054]],[[1.0419655]]
29,[[-1.0665832]],[[-1.14657]]
30,[[-1.1826687]],[[-1.254787]]
31,[[-0.5799452]],[[-0.5000608]]
32,[[-0.27628013]],[[-0.23638499]]
33,[[0.6916522]],[[0.74210453]]
34,[[0.8864179]],[[0.81980634]]
35,[[0.57317126]],[[0.6119995]]
36,[[-0.5471464]],[[-0.5118363]]
37,[[-1.115597]],[[-1.1231017]]
38,[[0.5748296]],[[0.60583735]]
39,[[1.8637477]],[[1.8132038]]
40,[[1.6916462]],[[1.5837829]]
41,[[-1.150607]],[[-1.1308608]]
42,[[-0.8917178]],[[-0.9680743]]
43,[[-0.21621047]],[[-0.22982419]]
44,[[-0.39144436]],[[-0.50499415]]
45,[[-0.9119867]],[[-0.95242363]]
46,[[1.2639724]],[[1.2207823]]
47,[[-0.80879956]],[[-0.8106127]]
48,[[-1.1692175]],[[-1.1835055]]
49,[[1.687961]],[[1.6235366]]
50,[[-0.28365064]],[[-0.24618304]]
51,[[0.7030765]],[[0.6294193]]
52,[[-0.4813646]],[[-0.5006492]]
53,[[-1.1664536]],[[-1.1878122]]
54,[[2.2591755]],[[2.26031]]
55,[[0.40549213]],[[0.3054191]]
56,[[-0.1012305]],[[-0.03678405]]
57,[[-0.5075299]],[[-0.5718482]]
58,[[-0.79203165]],[[-0.8443829]]
59,[[1.1331458]],[[1.1152954]]
60,[[-1.0796658]],[[-1.0685108]]
61,[[0.9623342]],[[0.9275563]]
62,[[1.1425432]],[[1.1534069]]
63,[[0.91037214]],[[0.86956906]]
64,[[-0.12702729]],[[-0.11680686]]
65,[[0.7157906]],[[0.6716738]]
66,[[-1.3319216]],[[-1.3372097]]
67,[[-0.45335665]],[[-0.44595325]]
68,[[-0.27130502]],[[-0.33120131]]
69,[[0.7777029]],[[0.71189785]]
70,[[0.7800983]],[[0.72470284]]
