,0,1
0,[[0.6700935]],[[0.64072347]]
1,[[-1.0464985]],[[-1.0011864]]
2,[[0.53816134]],[[0.57755613]]
3,[[-0.70929766]],[[-0.73149884]]
4,[[1.0214826]],[[0.9365287]]
5,[[1.564505]],[[1.54756]]
6,[[-0.3260311]],[[-0.3539387]]
7,[[-1.1581618]],[[-1.1854057]]
8,[[-0.5416185]],[[-0.588671]]
9,[[1.4631604]],[[1.4695842]]
10,[[-1.1810104]],[[-1.1562321]]
11,[[-0.99766886]],[[-1.0009369]]
12,[[0.88586515]],[[0.82088995]]
13,[[1.5127271]],[[1.4258862]]
14,[[0.5840427]],[[0.5580287]]
15,[[-1.3803827]],[[-1.3663547]]
16,[[1.1913729]],[[1.1664488]]
17,[[-1.1017773]],[[-1.1627471]]
18,[[-1.003381]],[[-1.0797075]]
19,[[-1.0944068]],[[-1.1491566]]
20,[[1.0411987]],[[1.0064735]]
21,[[-0.16756509]],[[-0.17704475]]
22,[[0.60873395]],[[0.6211984]]
23,[[2.0896537]],[[2.1211283]]
24,[[0.7467468]],[[0.76836705]]
25,[[-1.0262296]],[[-1.0319252]]
26,[[-0.43658873]],[[-0.502766]]
27,[[0.8958154]],[[0.9631679]]
28,[[1.1020054]],[[1.076793]]
29,[[-1.0665832]],[[-1.1578681]]
30,[[-1.1826687]],[[-1.2579678]]
31,[[-0.5799452]],[[-0.46985185]]
32,[[-0.27628013]],[[-0.22233868]]
33,[[0.6916522]],[[0.7041209]]
34,[[0.8864179]],[[0.83207726]]
35,[[0.57317126]],[[0.6246457]]
36,[[-0.5471464]],[[-0.45479965]]
37,[[-1.115597]],[[-1.112936]]
38,[[0.5748296]],[[0.5693495]]
39,[[1.8637477]],[[1.8001401]]
40,[[1.6916462]],[[1.5737848]]
41,[[-1.150607]],[[-1.1093433]]
42,[[-0.8917178]],[[-0.9425362]]
43,[[-0.21621047]],[[-0.21196616]]
44,[[-0.39144436]],[[-0.47158408]]
45,[[-0.9119867]],[[-0.9447852]]
46,[[1.2639724]],[[1.2611012]]
47,[[-0.80879956]],[[-0.8242422]]
48,[[-1.1692175]],[[-1.1904931]]
49,[[1.687961]],[[1.6510584]]
50,[[-0.28365064]],[[-0.26439214]]
51,[[0.7030765]],[[0.6388197]]
52,[[-0.4813646]],[[-0.48846114]]
53,[[-1.1664536]],[[-1.1884705]]
54,[[2.2591755]],[[2.2936666]]
55,[[0.40549213]],[[0.32592654]]
56,[[-0.1012305]],[[-0.01929462]]
57,[[-0.5075299]],[[-0.5452012]]
58,[[-0.79203165]],[[-0.8482381]]
59,[[1.1331458]],[[1.1283791]]
60,[[-1.0796658]],[[-1.0461824]]
61,[[0.9623342]],[[0.9212835]]
62,[[1.1425432]],[[1.1730902]]
63,[[0.91037214]],[[0.8766186]]
64,[[-0.12702729]],[[-0.13859808]]
65,[[0.7157906]],[[0.690547]]
66,[[-1.3319216]],[[-1.3445541]]
67,[[-0.45335665]],[[-0.4568584]]
68,[[-0.27130502]],[[-0.33528244]]
69,[[0.7777029]],[[0.7140093]]
70,[[0.7800983]],[[0.72336817]]
