,0,1
0,[[0.6700935]],[[0.6043854]]
1,[[-1.0464985]],[[-1.0170928]]
2,[[0.53816134]],[[0.58782387]]
3,[[-0.70929766]],[[-0.7654446]]
4,[[1.0214826]],[[0.9326987]]
5,[[1.564505]],[[1.5266142]]
6,[[-0.3260311]],[[-0.39112127]]
7,[[-1.1581618]],[[-1.2169858]]
8,[[-0.5416185]],[[-0.6250583]]
9,[[1.4631604]],[[1.3431952]]
10,[[-1.1810104]],[[-1.2075945]]
11,[[-0.99766886]],[[-1.0176401]]
12,[[0.88586515]],[[0.8058493]]
13,[[1.5127271]],[[1.402405]]
14,[[0.5840427]],[[0.57324696]]
15,[[-1.3803827]],[[-1.3898909]]
16,[[1.1913729]],[[1.1327631]]
17,[[-1.1017773]],[[-1.1741358]]
18,[[-1.003381]],[[-1.0897845]]
19,[[-1.0944068]],[[-1.1605413]]
20,[[1.0411987]],[[0.9651778]]
21,[[-0.16756509]],[[-0.17916775]]
22,[[0.60873395]],[[0.6080246]]
23,[[2.0896537]],[[2.1085734]]
24,[[0.7467468]],[[0.7526047]]
25,[[-1.0262296]],[[-1.0588877]]
26,[[-0.43658873]],[[-0.5137174]]
27,[[0.8958154]],[[0.9592402]]
28,[[1.1020054]],[[1.035584]]
29,[[-1.0665832]],[[-1.1598339]]
30,[[-1.1826687]],[[-1.2732841]]
31,[[-0.5799452]],[[-0.5087397]]
32,[[-0.27628013]],[[-0.27923274]]
33,[[0.6916522]],[[0.7321353]]
34,[[0.8864179]],[[0.8171706]]
35,[[0.57317126]],[[0.60878754]]
36,[[-0.5471464]],[[-0.4868989]]
37,[[-1.115597]],[[-1.13753]]
38,[[0.5748296]],[[0.6081698]]
39,[[1.8637477]],[[1.7991068]]
40,[[1.6916462]],[[1.5431497]]
41,[[-1.150607]],[[-1.144204]]
42,[[-0.8917178]],[[-0.9941172]]
43,[[-0.21621047]],[[-0.23958337]]
44,[[-0.39144436]],[[-0.49613404]]
45,[[-0.9119867]],[[-0.96527714]]
46,[[1.2639724]],[[1.2104719]]
47,[[-0.80879956]],[[-0.8682504]]
48,[[-1.1692175]],[[-1.1962676]]
49,[[1.687961]],[[1.5958743]]
50,[[-0.28365064]],[[-0.32129586]]
51,[[0.7030765]],[[0.6271169]]
52,[[-0.4813646]],[[-0.5080558]]
53,[[-1.1664536]],[[-1.204837]]
54,[[2.2591755]],[[2.2535667]]
55,[[0.40549213]],[[0.29655492]]
56,[[-0.1012305]],[[-0.05835104]]
57,[[-0.5075299]],[[-0.5927645]]
58,[[-0.79203165]],[[-0.857135]]
59,[[1.1331458]],[[1.1073794]]
60,[[-1.0796658]],[[-1.1031425]]
61,[[0.9623342]],[[0.9120035]]
62,[[1.1425432]],[[1.0487878]]
63,[[0.91037214]],[[0.86778593]]
64,[[-0.12702729]],[[-0.14394736]]
65,[[0.7157906]],[[0.6674583]]
66,[[-1.3319216]],[[-1.361798]]
67,[[-0.45335665]],[[-0.46486938]]
68,[[-0.27130502]],[[-0.3454913]]
69,[[0.7777029]],[[0.7016232]]
70,[[0.7800983]],[[0.70885324]]
