,0,1
0,[[0.6700935]],[[0.61650884]]
1,[[-1.0464985]],[[-1.0223441]]
2,[[0.53816134]],[[0.57654846]]
3,[[-0.70929766]],[[-0.76947016]]
4,[[1.0214826]],[[0.9532908]]
5,[[1.564505]],[[1.5403544]]
6,[[-0.3260311]],[[-0.40407455]]
7,[[-1.1581618]],[[-1.2082069]]
8,[[-0.5416185]],[[-0.6076937]]
9,[[1.4631604]],[[1.4340388]]
10,[[-1.1810104]],[[-1.1880563]]
11,[[-0.99766886]],[[-0.9933691]]
12,[[0.88586515]],[[0.816008]]
13,[[1.5127271]],[[1.4725536]]
14,[[0.5840427]],[[0.6065799]]
15,[[-1.3803827]],[[-1.3740399]]
16,[[1.1913729]],[[1.143247]]
17,[[-1.1017773]],[[-1.1664102]]
18,[[-1.003381]],[[-1.0539713]]
19,[[-1.0944068]],[[-1.1706524]]
20,[[1.0411987]],[[0.9713026]]
21,[[-0.16756509]],[[-0.02776825]]
22,[[0.60873395]],[[0.6333393]]
23,[[2.0896537]],[[2.1073208]]
24,[[0.7467468]],[[0.7679976]]
25,[[-1.0262296]],[[-1.0613921]]
26,[[-0.43658873]],[[-0.45296013]]
27,[[0.8958154]],[[0.9968351]]
28,[[1.1020054]],[[1.06079]]
29,[[-1.0665832]],[[-1.1333593]]
30,[[-1.1826687]],[[-1.2533718]]
31,[[-0.5799452]],[[-0.48234034]]
32,[[-0.27628013]],[[-0.28645766]]
33,[[0.6916522]],[[0.76697934]]
34,[[0.8864179]],[[0.8403648]]
35,[[0.57317126]],[[0.65657556]]
36,[[-0.5471464]],[[-0.5147624]]
37,[[-1.115597]],[[-1.1240401]]
38,[[0.5748296]],[[0.5535773]]
39,[[1.8637477]],[[1.8464564]]
40,[[1.6916462]],[[1.6064135]]
41,[[-1.150607]],[[-1.1267066]]
42,[[-0.8917178]],[[-0.9575113]]
43,[[-0.21621047]],[[-0.22739065]]
44,[[-0.39144436]],[[-0.45679653]]
45,[[-0.9119867]],[[-0.9008414]]
46,[[1.2639724]],[[1.2023412]]
47,[[-0.80879956]],[[-0.82634556]]
48,[[-1.1692175]],[[-1.1795468]]
49,[[1.687961]],[[1.6472808]]
50,[[-0.28365064]],[[-0.3024305]]
51,[[0.7030765]],[[0.67856133]]
52,[[-0.4813646]],[[-0.4831909]]
53,[[-1.1664536]],[[-1.2193044]]
54,[[2.2591755]],[[2.2483878]]
55,[[0.40549213]],[[0.30550635]]
56,[[-0.1012305]],[[-0.02410567]]
57,[[-0.5075299]],[[-0.55124533]]
58,[[-0.79203165]],[[-0.83170664]]
59,[[1.1331458]],[[1.1215197]]
60,[[-1.0796658]],[[-1.0790206]]
61,[[0.9623342]],[[0.92513263]]
62,[[1.1425432]],[[1.1113571]]
63,[[0.91037214]],[[0.88154614]]
64,[[-0.12702729]],[[-0.13326192]]
65,[[0.7157906]],[[0.6659268]]
66,[[-1.3319216]],[[-1.3500729]]
67,[[-0.45335665]],[[-0.44538987]]
68,[[-0.27130502]],[[-0.32673383]]
69,[[0.7777029]],[[0.7187513]]
70,[[0.7800983]],[[0.73926365]]
