,0,1
0,[[0.6700935]],[[0.6290978]]
1,[[-1.0464985]],[[-1.0711229]]
2,[[0.53816134]],[[0.58898103]]
3,[[-0.70929766]],[[-0.7273463]]
4,[[1.0214826]],[[0.9136926]]
5,[[1.564505]],[[1.5097331]]
6,[[-0.3260311]],[[-0.35310376]]
7,[[-1.1581618]],[[-1.208833]]
8,[[-0.5416185]],[[-0.5720869]]
9,[[1.4631604]],[[1.5799853]]
10,[[-1.1810104]],[[-1.203261]]
11,[[-0.99766886]],[[-0.989546]]
12,[[0.88586515]],[[0.79252994]]
13,[[1.5127271]],[[1.410638]]
14,[[0.5840427]],[[0.5431391]]
15,[[-1.3803827]],[[-1.4002726]]
16,[[1.1913729]],[[1.139083]]
17,[[-1.1017773]],[[-1.1605103]]
18,[[-1.003381]],[[-1.0892801]]
19,[[-1.0944068]],[[-1.2150517]]
20,[[1.0411987]],[[0.99108493]]
21,[[-0.16756509]],[[-0.20079958]]
22,[[0.60873395]],[[0.61594594]]
23,[[2.0896537]],[[2.0879817]]
24,[[0.7467468]],[[0.7600044]]
25,[[-1.0262296]],[[-1.0501175]]
26,[[-0.43658873]],[[-0.55823696]]
27,[[0.8958154]],[[0.94371116]]
28,[[1.1020054]],[[1.0491084]]
29,[[-1.0665832]],[[-1.1372765]]
30,[[-1.1826687]],[[-1.2729659]]
31,[[-0.5799452]],[[-0.50790536]]
32,[[-0.27628013]],[[-0.23358381]]
33,[[0.6916522]],[[0.66443837]]
34,[[0.8864179]],[[0.80035937]]
35,[[0.57317126]],[[0.56287396]]
36,[[-0.5471464]],[[-0.4885658]]
37,[[-1.115597]],[[-1.1161052]]
38,[[0.5748296]],[[0.5289129]]
39,[[1.8637477]],[[1.7928163]]
40,[[1.6916462]],[[1.5475255]]
41,[[-1.150607]],[[-1.0587122]]
42,[[-0.8917178]],[[-0.9440541]]
43,[[-0.21621047]],[[-0.22766995]]
44,[[-0.39144436]],[[-0.48389316]]
45,[[-0.9119867]],[[-0.8974613]]
46,[[1.2639724]],[[1.2192067]]
47,[[-0.80879956]],[[-0.83078563]]
48,[[-1.1692175]],[[-1.2171413]]
49,[[1.687961]],[[1.6315044]]
50,[[-0.28365064]],[[-0.19399786]]
51,[[0.7030765]],[[0.67751443]]
52,[[-0.4813646]],[[-0.5137142]]
53,[[-1.1664536]],[[-1.1689577]]
54,[[2.2591755]],[[2.2343826]]
55,[[0.40549213]],[[0.37370718]]
56,[[-0.1012305]],[[0.00451744]]
57,[[-0.5075299]],[[-0.5382991]]
58,[[-0.79203165]],[[-0.8740212]]
59,[[1.1331458]],[[1.0575236]]
60,[[-1.0796658]],[[-1.0451825]]
61,[[0.9623342]],[[0.8820504]]
62,[[1.1425432]],[[1.2086264]]
63,[[0.91037214]],[[0.88716924]]
64,[[-0.12702729]],[[-0.15397847]]
65,[[0.7157906]],[[0.6711391]]
66,[[-1.3319216]],[[-1.3613]]
67,[[-0.45335665]],[[-0.47040534]]
68,[[-0.27130502]],[[-0.34808576]]
69,[[0.7777029]],[[0.69818103]]
70,[[0.7800983]],[[0.7227756]]
