,0,1
0,[[0.6700935]],[[0.593842]]
1,[[-1.0464985]],[[-1.0131276]]
2,[[0.53816134]],[[0.601094]]
3,[[-0.70929766]],[[-0.7249723]]
4,[[1.0214826]],[[0.92320657]]
5,[[1.564505]],[[1.5470998]]
6,[[-0.3260311]],[[-0.3800484]]
7,[[-1.1581618]],[[-1.203128]]
8,[[-0.5416185]],[[-0.5583255]]
9,[[1.4631604]],[[1.4617951]]
10,[[-1.1810104]],[[-1.1812487]]
11,[[-0.99766886]],[[-0.9541784]]
12,[[0.88586515]],[[0.80231047]]
13,[[1.5127271]],[[1.4415202]]
14,[[0.5840427]],[[0.5468886]]
15,[[-1.3803827]],[[-1.426079]]
16,[[1.1913729]],[[1.1440542]]
17,[[-1.1017773]],[[-1.1548936]]
18,[[-1.003381]],[[-1.0596807]]
19,[[-1.0944068]],[[-1.161045]]
20,[[1.0411987]],[[0.9985628]]
21,[[-0.16756509]],[[-0.28039694]]
22,[[0.60873395]],[[0.6762171]]
23,[[2.0896537]],[[2.1163971]]
24,[[0.7467468]],[[0.82155156]]
25,[[-1.0262296]],[[-1.0370529]]
26,[[-0.43658873]],[[-0.54683864]]
27,[[0.8958154]],[[0.9604378]]
28,[[1.1020054]],[[1.0904388]]
29,[[-1.0665832]],[[-1.0849841]]
30,[[-1.1826687]],[[-1.2803717]]
31,[[-0.5799452]],[[-0.49465692]]
32,[[-0.27628013]],[[-0.2727344]]
33,[[0.6916522]],[[0.7075875]]
34,[[0.8864179]],[[0.8495283]]
35,[[0.57317126]],[[0.5885587]]
36,[[-0.5471464]],[[-0.49288416]]
37,[[-1.115597]],[[-1.1314335]]
38,[[0.5748296]],[[0.52225304]]
39,[[1.8637477]],[[1.8527465]]
40,[[1.6916462]],[[1.5627494]]
41,[[-1.150607]],[[-1.0497731]]
42,[[-0.8917178]],[[-0.92621]]
43,[[-0.21621047]],[[-0.19060993]]
44,[[-0.39144436]],[[-0.43119276]]
45,[[-0.9119867]],[[-0.9160482]]
46,[[1.2639724]],[[1.2520897]]
47,[[-0.80879956]],[[-0.8204015]]
48,[[-1.1692175]],[[-1.160057]]
49,[[1.687961]],[[1.6776681]]
50,[[-0.28365064]],[[-0.3618163]]
51,[[0.7030765]],[[0.6219888]]
52,[[-0.4813646]],[[-0.47053945]]
53,[[-1.1664536]],[[-1.1650258]]
54,[[2.2591755]],[[2.2582364]]
55,[[0.40549213]],[[0.3767426]]
56,[[-0.1012305]],[[0.02276027]]
57,[[-0.5075299]],[[-0.51061165]]
58,[[-0.79203165]],[[-0.82622135]]
59,[[1.1331458]],[[1.1340387]]
60,[[-1.0796658]],[[-1.0617414]]
61,[[0.9623342]],[[0.915504]]
62,[[1.1425432]],[[1.1816404]]
63,[[0.91037214]],[[0.92828774]]
64,[[-0.12702729]],[[-0.14288867]]
65,[[0.7157906]],[[0.76836514]]
66,[[-1.3319216]],[[-1.3179847]]
67,[[-0.45335665]],[[-0.4780538]]
68,[[-0.27130502]],[[-0.31249022]]
69,[[0.7777029]],[[0.7266023]]
70,[[0.7800983]],[[0.7515254]]
