,0,1
0,[[0.6700935]],[[0.63906527]]
1,[[-1.0464985]],[[-1.0367072]]
2,[[0.53816134]],[[0.5751965]]
3,[[-0.70929766]],[[-0.7395733]]
4,[[1.0214826]],[[0.92552376]]
5,[[1.564505]],[[1.5533211]]
6,[[-0.3260311]],[[-0.37438786]]
7,[[-1.1581618]],[[-1.1948222]]
8,[[-0.5416185]],[[-0.58530796]]
9,[[1.4631604]],[[1.5335345]]
10,[[-1.1810104]],[[-1.1882204]]
11,[[-0.99766886]],[[-1.0038764]]
12,[[0.88586515]],[[0.80973125]]
13,[[1.5127271]],[[1.4346535]]
14,[[0.5840427]],[[0.5308366]]
15,[[-1.3803827]],[[-1.3796712]]
16,[[1.1913729]],[[1.1595976]]
17,[[-1.1017773]],[[-1.1618834]]
18,[[-1.003381]],[[-1.0921845]]
19,[[-1.0944068]],[[-1.1828887]]
20,[[1.0411987]],[[1.0135365]]
21,[[-0.16756509]],[[-0.21112943]]
22,[[0.60873395]],[[0.60515404]]
23,[[2.0896537]],[[2.1182303]]
24,[[0.7467468]],[[0.7759471]]
25,[[-1.0262296]],[[-1.0469167]]
26,[[-0.43658873]],[[-0.52726007]]
27,[[0.8958154]],[[0.96259546]]
28,[[1.1020054]],[[1.0763309]]
29,[[-1.0665832]],[[-1.1708664]]
30,[[-1.1826687]],[[-1.2737269]]
31,[[-0.5799452]],[[-0.48469007]]
32,[[-0.27628013]],[[-0.22050035]]
33,[[0.6916522]],[[0.6960101]]
34,[[0.8864179]],[[0.8362105]]
35,[[0.57317126]],[[0.62011147]]
36,[[-0.5471464]],[[-0.48796213]]
37,[[-1.115597]],[[-1.1218671]]
38,[[0.5748296]],[[0.55476046]]
39,[[1.8637477]],[[1.8089337]]
40,[[1.6916462]],[[1.5735526]]
41,[[-1.150607]],[[-1.1089387]]
42,[[-0.8917178]],[[-0.9425433]]
43,[[-0.21621047]],[[-0.21233475]]
44,[[-0.39144436]],[[-0.5107269]]
45,[[-0.9119867]],[[-0.9460099]]
46,[[1.2639724]],[[1.2617831]]
47,[[-0.80879956]],[[-0.83442146]]
48,[[-1.1692175]],[[-1.2066739]]
49,[[1.687961]],[[1.6640122]]
50,[[-0.28365064]],[[-0.2643435]]
51,[[0.7030765]],[[0.64628077]]
52,[[-0.4813646]],[[-0.48679388]]
53,[[-1.1664536]],[[-1.1802487]]
54,[[2.2591755]],[[2.2943368]]
55,[[0.40549213]],[[0.33367026]]
56,[[-0.1012305]],[[-0.03312612]]
57,[[-0.5075299]],[[-0.55033374]]
58,[[-0.79203165]],[[-0.8646484]]
59,[[1.1331458]],[[1.1332674]]
60,[[-1.0796658]],[[-1.0530514]]
61,[[0.9623342]],[[0.90975714]]
62,[[1.1425432]],[[1.2067757]]
63,[[0.91037214]],[[0.880939]]
64,[[-0.12702729]],[[-0.14148259]]
65,[[0.7157906]],[[0.67047]]
66,[[-1.3319216]],[[-1.3665988]]
67,[[-0.45335665]],[[-0.45928013]]
68,[[-0.27130502]],[[-0.34108555]]
69,[[0.7777029]],[[0.7135513]]
70,[[0.7800983]],[[0.7196624]]
