,0,1
0,[[0.6700935]],[[0.6096767]]
1,[[-1.0464985]],[[-1.0261272]]
2,[[0.53816134]],[[0.56759965]]
3,[[-0.70929766]],[[-0.77354527]]
4,[[1.0214826]],[[0.9500493]]
5,[[1.564505]],[[1.536177]]
6,[[-0.3260311]],[[-0.40723526]]
7,[[-1.1581618]],[[-1.2106578]]
8,[[-0.5416185]],[[-0.6103998]]
9,[[1.4631604]],[[1.4274989]]
10,[[-1.1810104]],[[-1.1892967]]
11,[[-0.99766886]],[[-0.9963079]]
12,[[0.88586515]],[[0.810743]]
13,[[1.5127271]],[[1.4693066]]
14,[[0.5840427]],[[0.6022817]]
15,[[-1.3803827]],[[-1.3787876]]
16,[[1.1913729]],[[1.1379133]]
17,[[-1.1017773]],[[-1.1714748]]
18,[[-1.003381]],[[-1.0624944]]
19,[[-1.0944068]],[[-1.1740733]]
20,[[1.0411987]],[[0.9661914]]
21,[[-0.16756509]],[[-0.02701426]]
22,[[0.60873395]],[[0.6264616]]
23,[[2.0896537]],[[2.095365]]
24,[[0.7467468]],[[0.7585772]]
25,[[-1.0262296]],[[-1.0685465]]
26,[[-0.43658873]],[[-0.4626938]]
27,[[0.8958154]],[[0.98879325]]
28,[[1.1020054]],[[1.0564023]]
29,[[-1.0665832]],[[-1.1384308]]
30,[[-1.1826687]],[[-1.259804]]
31,[[-0.5799452]],[[-0.48416185]]
32,[[-0.27628013]],[[-0.2896315]]
33,[[0.6916522]],[[0.76226795]]
34,[[0.8864179]],[[0.8253387]]
35,[[0.57317126]],[[0.6491288]]
36,[[-0.5471464]],[[-0.52121234]]
37,[[-1.115597]],[[-1.1290938]]
38,[[0.5748296]],[[0.5390266]]
39,[[1.8637477]],[[1.8401829]]
40,[[1.6916462]],[[1.6009954]]
41,[[-1.150607]],[[-1.1329914]]
42,[[-0.8917178]],[[-0.9596583]]
43,[[-0.21621047]],[[-0.23439467]]
44,[[-0.39144436]],[[-0.45823765]]
45,[[-0.9119867]],[[-0.9078101]]
46,[[1.2639724]],[[1.2001945]]
47,[[-0.80879956]],[[-0.82718873]]
48,[[-1.1692175]],[[-1.1826947]]
49,[[1.687961]],[[1.644266]]
50,[[-0.28365064]],[[-0.3091936]]
51,[[0.7030765]],[[0.6709844]]
52,[[-0.4813646]],[[-0.49667263]]
53,[[-1.1664536]],[[-1.2232319]]
54,[[2.2591755]],[[2.2423053]]
55,[[0.40549213]],[[0.29889882]]
56,[[-0.1012305]],[[-0.0299356]]
57,[[-0.5075299]],[[-0.56580216]]
58,[[-0.79203165]],[[-0.83571506]]
59,[[1.1331458]],[[1.1149977]]
60,[[-1.0796658]],[[-1.0795721]]
61,[[0.9623342]],[[0.9177929]]
62,[[1.1425432]],[[1.1106588]]
63,[[0.91037214]],[[0.8744949]]
64,[[-0.12702729]],[[-0.1395675]]
65,[[0.7157906]],[[0.65714943]]
66,[[-1.3319216]],[[-1.352459]]
67,[[-0.45335665]],[[-0.4545802]]
68,[[-0.27130502]],[[-0.3322245]]
69,[[0.7777029]],[[0.7110883]]
70,[[0.7800983]],[[0.7281116]]
