,0,1
0,[[0.6700935]],[[0.5940757]]
1,[[-1.0464985]],[[-1.0062394]]
2,[[0.53816134]],[[0.598788]]
3,[[-0.70929766]],[[-0.70701104]]
4,[[1.0214826]],[[0.89775753]]
5,[[1.564505]],[[1.5602453]]
6,[[-0.3260311]],[[-0.3640194]]
7,[[-1.1581618]],[[-1.1869946]]
8,[[-0.5416185]],[[-0.5542573]]
9,[[1.4631604]],[[1.4709916]]
10,[[-1.1810104]],[[-1.1546552]]
11,[[-0.99766886]],[[-0.9207659]]
12,[[0.88586515]],[[0.81564355]]
13,[[1.5127271]],[[1.4649267]]
14,[[0.5840427]],[[0.51225734]]
15,[[-1.3803827]],[[-1.4481157]]
16,[[1.1913729]],[[1.136344]]
17,[[-1.1017773]],[[-1.1556273]]
18,[[-1.003381]],[[-1.0499356]]
19,[[-1.0944068]],[[-1.1537598]]
20,[[1.0411987]],[[1.0078056]]
21,[[-0.16756509]],[[-0.27110493]]
22,[[0.60873395]],[[0.7371285]]
23,[[2.0896537]],[[2.115488]]
24,[[0.7467468]],[[0.83101845]]
25,[[-1.0262296]],[[-1.0300033]]
26,[[-0.43658873]],[[-0.564016]]
27,[[0.8958154]],[[0.9617412]]
28,[[1.1020054]],[[1.0937877]]
29,[[-1.0665832]],[[-1.0832918]]
30,[[-1.1826687]],[[-1.2767462]]
31,[[-0.5799452]],[[-0.49396074]]
32,[[-0.27628013]],[[-0.24971974]]
33,[[0.6916522]],[[0.69963956]]
34,[[0.8864179]],[[0.8576033]]
35,[[0.57317126]],[[0.58214164]]
36,[[-0.5471464]],[[-0.49317873]]
37,[[-1.115597]],[[-1.1349576]]
38,[[0.5748296]],[[0.5476494]]
39,[[1.8637477]],[[1.8527114]]
40,[[1.6916462]],[[1.5689034]]
41,[[-1.150607]],[[-1.0030959]]
42,[[-0.8917178]],[[-0.9200709]]
43,[[-0.21621047]],[[-0.1987561]]
44,[[-0.39144436]],[[-0.4158876]]
45,[[-0.9119867]],[[-0.9247285]]
46,[[1.2639724]],[[1.2938044]]
47,[[-0.80879956]],[[-0.7980588]]
48,[[-1.1692175]],[[-1.1405066]]
49,[[1.687961]],[[1.6964681]]
50,[[-0.28365064]],[[-0.34211397]]
51,[[0.7030765]],[[0.62090325]]
52,[[-0.4813646]],[[-0.45892036]]
53,[[-1.1664536]],[[-1.1719244]]
54,[[2.2591755]],[[2.2755096]]
55,[[0.40549213]],[[0.3709799]]
56,[[-0.1012305]],[[0.03874445]]
57,[[-0.5075299]],[[-0.49447322]]
58,[[-0.79203165]],[[-0.81025946]]
59,[[1.1331458]],[[1.1356862]]
60,[[-1.0796658]],[[-1.0459428]]
61,[[0.9623342]],[[0.92699385]]
62,[[1.1425432]],[[1.2147038]]
63,[[0.91037214]],[[0.9251597]]
64,[[-0.12702729]],[[-0.13150156]]
65,[[0.7157906]],[[0.76511264]]
66,[[-1.3319216]],[[-1.3056874]]
67,[[-0.45335665]],[[-0.46509123]]
68,[[-0.27130502]],[[-0.30908775]]
69,[[0.7777029]],[[0.72097325]]
70,[[0.7800983]],[[0.7570114]]
