,0,1
0,[[0.6700935]],[[0.6095091]]
1,[[-1.0464985]],[[-1.0142317]]
2,[[0.53816134]],[[0.6173614]]
3,[[-0.70929766]],[[-0.7172687]]
4,[[1.0214826]],[[0.93359244]]
5,[[1.564505]],[[1.5576242]]
6,[[-0.3260311]],[[-0.36915767]]
7,[[-1.1581618]],[[-1.198324]]
8,[[-0.5416185]],[[-0.5541097]]
9,[[1.4631604]],[[1.464538]]
10,[[-1.1810104]],[[-1.1792624]]
11,[[-0.99766886]],[[-0.95271194]]
12,[[0.88586515]],[[0.8159796]]
13,[[1.5127271]],[[1.4485124]]
14,[[0.5840427]],[[0.55710876]]
15,[[-1.3803827]],[[-1.429705]]
16,[[1.1913729]],[[1.1580378]]
17,[[-1.1017773]],[[-1.1469909]]
18,[[-1.003381]],[[-1.0628356]]
19,[[-1.0944068]],[[-1.1627343]]
20,[[1.0411987]],[[1.0162331]]
21,[[-0.16756509]],[[-0.26007855]]
22,[[0.60873395]],[[0.68683517]]
23,[[2.0896537]],[[2.1288075]]
24,[[0.7467468]],[[0.85453117]]
25,[[-1.0262296]],[[-1.0308331]]
26,[[-0.43658873]],[[-0.55423295]]
27,[[0.8958154]],[[0.9692327]]
28,[[1.1020054]],[[1.099923]]
29,[[-1.0665832]],[[-1.0793325]]
30,[[-1.1826687]],[[-1.2704856]]
31,[[-0.5799452]],[[-0.49576056]]
32,[[-0.27628013]],[[-0.27498138]]
33,[[0.6916522]],[[0.704949]]
34,[[0.8864179]],[[0.8586196]]
35,[[0.57317126]],[[0.60045016]]
36,[[-0.5471464]],[[-0.47268844]]
37,[[-1.115597]],[[-1.1174914]]
38,[[0.5748296]],[[0.5576817]]
39,[[1.8637477]],[[1.8514146]]
40,[[1.6916462]],[[1.5781392]]
41,[[-1.150607]],[[-1.011518]]
42,[[-0.8917178]],[[-0.9275644]]
43,[[-0.21621047]],[[-0.18223882]]
44,[[-0.39144436]],[[-0.42477763]]
45,[[-0.9119867]],[[-0.8951874]]
46,[[1.2639724]],[[1.2439684]]
47,[[-0.80879956]],[[-0.8137684]]
48,[[-1.1692175]],[[-1.1534585]]
49,[[1.687961]],[[1.7058278]]
50,[[-0.28365064]],[[-0.38105023]]
51,[[0.7030765]],[[0.64275014]]
52,[[-0.4813646]],[[-0.46666825]]
53,[[-1.1664536]],[[-1.1444309]]
54,[[2.2591755]],[[2.284649]]
55,[[0.40549213]],[[0.39293194]]
56,[[-0.1012305]],[[0.03928459]]
57,[[-0.5075299]],[[-0.50701165]]
58,[[-0.79203165]],[[-0.82046175]]
59,[[1.1331458]],[[1.149582]]
60,[[-1.0796658]],[[-1.0577381]]
61,[[0.9623342]],[[0.9324354]]
62,[[1.1425432]],[[1.190142]]
63,[[0.91037214]],[[0.94666946]]
64,[[-0.12702729]],[[-0.12082899]]
65,[[0.7157906]],[[0.80176985]]
66,[[-1.3319216]],[[-1.3123531]]
67,[[-0.45335665]],[[-0.4627149]]
68,[[-0.27130502]],[[-0.30921376]]
69,[[0.7777029]],[[0.7402357]]
70,[[0.7800983]],[[0.7790412]]
